,coordinates,geo_id,geo_id_washed,poi_country,poi_id,poi_type,traffic_type,type
3054,"[103.769469, 1.341026]",4751,3054,SG,4b8fd275f964a520036433e3,Home (private),poi,Point
3055,"[103.944869, 1.384915]",4752,3055,SG,4b8fdab8f964a520a46533e3,Gastropub,poi,Point
3056,"[103.698894, 1.332515]",4753,3056,SG,4b904e39f964a520f48233e3,Cafeteria,poi,Point
3057,"[103.893027, 1.333989]",4755,3057,SG,4b906bbcf964a5206d8933e3,Fire Station,poi,Point
3058,"[103.851147, 1.284558]",4761,3058,SG,4b908a8df964a520278f33e3,Salad Place,poi,Point
3059,"[103.8726, 1.315508]",4763,3059,SG,4b9096c6f964a5203b9133e3,Community College,poi,Point
3060,"[103.839608, 1.300953]",4764,3060,SG,4b9096d7f964a5203e9133e3,Grocery Store,poi,Point
3061,"[103.843288, 1.279018]",4765,3061,SG,4b9097bdf964a520649133e3,Pub,poi,Point
3062,"[103.927558, 1.310011]",4766,3062,SG,4b90992af964a520969133e3,Mosque,poi,Point
3063,"[103.827278, 1.286592]",4767,3063,SG,4b909e3bf964a5205d9233e3,Ramen /  Noodle House,poi,Point
3064,"[103.790353, 1.34384]",4772,3064,SG,4b90b4c6f964a520f59433e3,General Entertainment,poi,Point
3065,"[103.85537, 1.328257]",4773,3065,SG,4b90b657f964a520229533e3,Residential Building (Apartment / Condo),poi,Point
3066,"[103.835436, 1.303098]",4775,3066,SG,4b90bd9ef964a520f09533e3,Boutique,poi,Point
3067,"[103.706159, 1.338963]",4778,3067,SG,4b90cd80f964a520d49733e3,Indian Restaurant,poi,Point
3068,"[103.991539, 1.361619]",4779,3068,SG,4b90d25df964a520829833e3,Airport Lounge,poi,Point
3069,"[103.748231, 1.330846]",4782,3069,SG,4b90d93af964a5207c9933e3,General Entertainment,poi,Point
3070,"[103.954761, 1.352952]",4783,3070,SG,4b90dc77f964a520f99933e3,Bus Station,poi,Point
3071,"[103.835022, 1.303733]",4784,3071,SG,4b90e12cf964a520c79a33e3,Women's Store,poi,Point
3072,"[103.892051, 1.327071]",4787,3072,SG,4b90e25ff964a520f79a33e3,Tech Startup,poi,Point
3073,"[103.84896, 1.369256]",4789,3073,SG,4b90e644f964a520989b33e3,Bank,poi,Point
3074,"[103.853082, 1.30228]",4791,3074,SG,4b90fabef964a520629d33e3,Fast Food Restaurant,poi,Point
3075,"[103.834473, 1.30373]",4792,3075,SG,4b90fbecf964a5209a9d33e3,Electronics Store,poi,Point
3076,"[103.832197, 1.293471]",4793,3076,SG,4b910121f964a5209e9e33e3,Ice Cream Shop,poi,Point
3077,"[103.802458, 1.285481]",4794,3077,SG,4b91087df964a52011a033e3,Chinese Restaurant,poi,Point
3078,"[103.842257, 1.320708]",4795,3078,SG,4b910942f964a5203da033e3,Restaurant,poi,Point
3079,"[103.853343, 1.293255]",4796,3079,SG,4b910adbf964a52088a033e3,Ice Cream Shop,poi,Point
3080,"[103.848165, 1.358422]",4799,3080,SG,4b911243f964a52039a233e3,Residential Building (Apartment / Condo),poi,Point
3081,"[103.8311, 1.304299]",4803,3081,SG,4b911562f964a520eca233e3,Japanese Restaurant,poi,Point
3082,"[103.992505, 1.363635]",4806,3082,SG,4b91893af964a520abc333e3,Airport Gate,poi,Point
3083,"[103.939707, 1.331925]",4808,3083,SG,4b91b291f964a520abd033e3,Student Center,poi,Point
3084,"[103.821884, 1.263154]",4809,3084,SG,4b91b3cef964a52019d133e3,Harbor / Marina,poi,Point
3085,"[103.864145, 1.290913]",4810,3085,SG,4b91b457f964a52045d133e3,Event Space,poi,Point
3086,"[103.958783, 1.368397]",4815,3086,SG,4b91be74f964a5203fd433e3,Medical Center,poi,Point
3087,"[103.846475, 1.341218]",4818,3087,SG,4b91c6f3f964a520a6d633e3,Food & Drink Shop,poi,Point
3088,"[103.822668, 1.263218]",4819,3088,SG,4b91d637f964a520bada33e3,Japanese Restaurant,poi,Point
3089,"[103.831315, 1.304399]",4820,3089,SG,4b91d894f964a52047db33e3,Soup Place,poi,Point
3090,"[103.954466, 1.375562]",4824,3090,SG,4b91eae0f964a5205adf33e3,Asian Restaurant,poi,Point
3091,"[103.831379, 1.304042]",4829,3091,SG,4b91ff15f964a520b6e233e3,General Travel,poi,Point
3092,"[103.836896, 1.301638]",4832,3092,SG,4b920879f964a5203de433e3,Salon / Barbershop,poi,Point
3093,"[103.850653, 1.292001]",4835,3093,SG,4b921237f964a520eee533e3,Camera Store,poi,Point
3094,"[103.845509, 1.281689]",4836,3094,SG,4b921da2f964a52005e833e3,Café,poi,Point
3095,"[103.832857, 1.304128]",4837,3095,SG,4b921f07f964a5203be833e3,Clothing Store,poi,Point
3096,"[103.833539, 1.353497]",4839,3096,SG,4b922388f964a520ffe833e3,Bakery,poi,Point
3097,"[103.844341, 1.28414]",4845,3097,SG,4b9236b3f964a520aaec33e3,Korean Restaurant,poi,Point
3098,"[103.822274, 1.263547]",4847,3098,SG,4b923e8af964a5202bee33e3,American Restaurant,poi,Point
3099,"[103.851956, 1.303623]",4848,3099,SG,4b923efdf964a5203aee33e3,Steakhouse,poi,Point
3100,"[103.987892, 1.390245]",4850,3100,SG,4b92459cf964a52055ef33e3,Asian Restaurant,poi,Point
3101,"[103.795197, 1.311152]",4853,3101,SG,4b925288f964a5201af233e3,Food Court,poi,Point
3102,"[103.83192, 1.305052]",4854,3102,SG,4b9253daf964a52063f233e3,Ice Cream Shop,poi,Point
3103,"[103.833675, 1.30739]",4855,3103,SG,4b925621f964a520e2f233e3,Chinese Restaurant,poi,Point
3104,"[103.765783, 1.303699]",4856,3104,SG,4b925753f964a52032f333e3,Sporting Goods Shop,poi,Point
3105,"[103.95916, 1.357714]",4858,3105,SG,4b925af3f964a5200ff433e3,Gas Station / Garage,poi,Point
3106,"[103.787107, 1.434971]",4860,3106,SG,4b926835f964a5204ef733e3,Bank,poi,Point
3107,"[103.81572, 1.289769]",4862,3107,SG,4b926c20f964a52060f833e3,Arcade,poi,Point
3108,"[103.845507, 1.280529]",4863,3108,SG,4b926da8f964a520d8f833e3,Hotel Bar,poi,Point
3109,"[103.955007, 1.349322]",4865,3109,SG,4b927507f964a52004fb33e3,Home (private),poi,Point
3110,"[103.85848, 1.293155]",4867,3110,SG,4b9288aff964a520d60134e3,Restaurant,poi,Point
3111,"[103.753766, 1.318268]",4868,3111,SG,4b92ee51f964a5200b2834e3,Housing Development,poi,Point
3112,"[103.816235, 1.29444]",4869,3112,SG,4b930714f964a520dc2f34e3,Church,poi,Point
3113,"[103.95371, 1.352019]",4871,3113,SG,4b9311dff964a520ec3234e3,Indian Restaurant,poi,Point
3114,"[103.91822, 1.316918]",4872,3114,SG,4b9316a9f964a520303434e3,Church,poi,Point
3115,"[103.95431, 1.353092]",4873,3115,SG,4b93176af964a5206d3434e3,Salon / Barbershop,poi,Point
3116,"[103.949332, 1.372859]",4874,3116,SG,4b932271f964a520073734e3,Train Station,poi,Point
3117,"[103.835558, 1.28529]",4875,3117,SG,4b932a5cf964a520d33834e3,Church,poi,Point
3118,"[103.905198, 1.301344]",4880,3118,SG,4b93422cf964a520983d34e3,Department Store,poi,Point
3119,"[103.831841, 1.304778]",4881,3119,SG,4b934301f964a520b43d34e3,Cosmetics Shop,poi,Point
3120,"[103.944364, 1.353638]",4882,3120,SG,4b93441df964a520e23d34e3,Coffee Shop,poi,Point
3121,"[103.831411, 1.30477]",4886,3121,SG,4b934d5cf964a5203d3f34e3,Bakery,poi,Point
3122,"[103.74527, 1.385172]",4888,3122,SG,4b934f22f964a520803f34e3,Fried Chicken Joint,poi,Point
3123,"[103.981932, 1.391124]",4890,3123,SG,4b935366f964a5202e4034e3,Resort,poi,Point
3124,"[103.855562, 1.372988]",4891,3124,SG,4b935b20f964a520314134e3,Indian Restaurant,poi,Point
3125,"[103.969674, 1.371014]",4892,3125,SG,4b936481f964a520794234e3,Temple,poi,Point
3126,"[103.704844, 1.338794]",4893,3126,SG,4b936a5df964a520354334e3,Food Court,poi,Point
3127,"[103.843401, 1.277791]",4896,3127,SG,4b93739ff964a5206d4434e3,Asian Restaurant,poi,Point
3128,"[103.839127, 1.301627]",4898,3128,SG,4b937f4bf964a520064634e3,Bar,poi,Point
3129,"[103.844361, 1.320571]",4899,3129,SG,4b938294f964a520794634e3,Sushi Restaurant,poi,Point
3130,"[103.85636, 1.315521]",4901,3130,SG,4b938421f964a520af4634e3,Chinese Restaurant,poi,Point
3131,"[103.833783, 1.353592]",4903,3131,SG,4b938a8ef964a5209e4734e3,Tea Room,poi,Point
3132,"[103.847837, 1.371647]",4904,3132,SG,4b9392f3f964a520d54834e3,Dessert Shop,poi,Point
3133,"[103.896613, 1.303934]",4906,3133,SG,4b9399b2f964a520d04934e3,Korean Restaurant,poi,Point
3134,"[103.77266, 1.446855]",4907,3134,SG,4b9399eff964a520d94934e3,Residential Building (Apartment / Condo),poi,Point
3135,"[103.841623, 1.30097]",4909,3135,SG,4b93a390f964a520364b34e3,Gaming Cafe,poi,Point
3136,"[103.74859, 1.401864]",4910,3136,SG,4b93c1bcf964a520105034e3,Residential Building (Apartment / Condo),poi,Point
3137,"[103.7759, 1.373389]",4911,3137,SG,4b93c2a5f964a520415034e3,Bus Line,poi,Point
3138,"[103.908766, 1.396821]",4913,3138,SG,4b942f16f964a5205e6d34e3,Light Rail,poi,Point
3139,"[103.875391, 1.308368]",4916,3139,SG,4b9441ddf964a520887134e3,Road,poi,Point
3140,"[103.856004, 1.300484]",4918,3140,SG,4b94666bf964a520d07734e3,Building,poi,Point
3141,"[103.851995, 1.300856]",4920,3141,SG,4b946a55f964a5208a7834e3,College Arts Building,poi,Point
3142,"[103.849487, 1.296153]",4921,3142,SG,4b947727f964a5208d7a34e3,University,poi,Point
3143,"[103.854209, 1.327159]",4922,3143,SG,4b9477c9f964a5209b7a34e3,University,poi,Point
3144,"[103.869576, 1.363834]",4924,3144,SG,4b947d65f964a5203d7b34e3,Church,poi,Point
3145,"[103.847641, 1.332819]",4929,3145,SG,4b9488f3f964a520b27c34e3,Food Court,poi,Point
3146,"[103.807944, 1.290417]",4931,3146,SG,4b948c86f964a520267d34e3,Car Dealership,poi,Point
3147,"[103.860605, 1.287481]",4934,3147,SG,4b949764f964a5202f7e34e3,Bridge,poi,Point
3148,"[103.860626, 1.284864]",4935,3148,SG,4b949891f964a5204f7e34e3,Roof Deck,poi,Point
3149,"[103.941506, 1.353542]",4936,3149,SG,4b9498fdf964a5205a7e34e3,Arcade,poi,Point
3150,"[103.858738, 1.282161]",4937,3150,SG,4b9499aaf964a520677e34e3,Convention Center,poi,Point
3151,"[103.865647, 1.282632]",4938,3151,SG,4b949b12f964a5208e7e34e3,Park,poi,Point
3152,"[103.840412, 1.283031]",4946,3152,SG,4b94c12ff964a5205d8234e3,Residential Building (Apartment / Condo),poi,Point
3153,"[103.851961, 1.285032]",4947,3153,SG,4b94c16ff964a520638234e3,Office,poi,Point
3154,"[103.956327, 1.337056]",4948,3154,SG,4b94c8e7f964a520388334e3,Playground,poi,Point
3155,"[103.84421, 1.282278]",4951,3155,SG,4b94d942f964a5202d8534e3,Food Truck,poi,Point
3156,"[103.899528, 1.297272]",4952,3156,SG,4b94df01f964a520f08534e3,Fried Chicken Joint,poi,Point
3157,"[103.831645, 1.30453]",4953,3157,SG,4b94e146f964a520408634e3,Japanese Restaurant,poi,Point
3158,"[103.765317, 1.315363]",4958,3158,SG,4b94e9dff964a5208c8734e3,Bus Line,poi,Point
3159,"[103.955346, 1.346854]",4960,3159,SG,4b94f21bf964a520dc8834e3,Playground,poi,Point
3160,"[103.744841, 1.384958]",4961,3160,SG,4b950bc6f964a520d58c34e3,Fast Food Restaurant,poi,Point
3161,"[103.864231, 1.418894]",4962,3161,SG,4b951fd1f964a520469034e3,Airport,poi,Point
3162,"[103.843469, 1.274611]",4968,3162,SG,4b95a36cf964a5205ead34e3,Office,poi,Point
3163,"[103.945253, 1.353789]",4970,3163,SG,4b95ba02f964a520e8b034e3,Paper / Office Supplies Store,poi,Point
3164,"[103.89425, 1.392809]",4972,3164,SG,4b95c6f3f964a520fbb234e3,Post Office,poi,Point
3165,"[103.886429, 1.316001]",4974,3165,SG,4b95cd7bf964a520c7b334e3,Vegetarian / Vegan Restaurant,poi,Point
3166,"[103.900485, 1.394762]",4978,3166,SG,4b95d48bf964a520dcb434e3,Light Rail,poi,Point
3167,"[103.935685, 1.319316]",4980,3167,SG,4b95dd48f964a5200fb634e3,General College & University,poi,Point
3168,"[103.833709, 1.3039]",4981,3168,SG,4b95e259f964a520b1b634e3,Boutique,poi,Point
3169,"[103.837791, 1.278332]",4982,3169,SG,4b95e2ecf964a520d1b634e3,Bus Station,poi,Point
3170,"[103.834734, 1.416124]",4986,3170,SG,4b95fa4ef964a52028b934e3,Grocery Store,poi,Point
3171,"[103.964268, 1.366406]",4987,3171,SG,4b96207cf964a52099bd34e3,Asian Restaurant,poi,Point
3172,"[103.847634, 1.29884]",4988,3172,SG,4b9622e0f964a520ecbd34e3,Coffee Shop,poi,Point
3173,"[103.844386, 1.297373]",4989,3173,SG,4b962641f964a52063be34e3,Building,poi,Point
3174,"[103.895866, 1.306414]",4990,3174,SG,4b963381f964a5205ac034e3,Pizza Place,poi,Point
3175,"[103.906421, 1.303029]",4991,3175,SG,4b963492f964a52085c034e3,Steakhouse,poi,Point
3176,"[103.829152, 1.43039]",4992,3176,SG,4b963cc1f964a520d7c134e3,Building,poi,Point
3177,"[103.849549, 1.287027]",4999,3177,SG,4b9653e2f964a52037c634e3,Seafood Restaurant,poi,Point
3178,"[103.855155, 1.30003]",5003,3178,SG,4b9662ecf964a5206ac934e3,Bus Station,poi,Point
3179,"[103.911672, 1.308902]",5006,3179,SG,4b96c6fbf964a520dbe334e3,Italian Restaurant,poi,Point
3180,"[103.726709, 1.34716]",5007,3180,SG,4b96dd04f964a520b4e934e3,High School,poi,Point
3181,"[103.746295, 1.341158]",5008,3181,SG,4b96ddb0f964a520eae934e3,Home (private),poi,Point
3182,"[103.794799, 1.331238]",5011,3182,SG,4b96f317f964a520d6ef34e3,American Restaurant,poi,Point
3183,"[103.781559, 1.430834]",5012,3183,SG,4b96f8bff964a5202af134e3,Residential Building (Apartment / Condo),poi,Point
3184,"[103.849951, 1.278656]",5013,3184,SG,4b970be3f964a52025f534e3,Office,poi,Point
3185,"[103.849379, 1.332617]",5019,3185,SG,4b9723b5f964a520aef934e3,Fried Chicken Joint,poi,Point
3186,"[103.706324, 1.340231]",5023,3186,SG,4b97355df964a5202dfc34e3,Food & Drink Shop,poi,Point
3187,"[103.802492, 1.28502]",5024,3187,SG,4b973d59f964a52027fd34e3,Building,poi,Point
3188,"[103.706335, 1.340487]",5025,3188,SG,4b973f2bf964a52066fd34e3,Electronics Store,poi,Point
3189,"[103.816942, 1.279718]",5027,3189,SG,4b974bc3f964a520bbfe34e3,Government Building,poi,Point
3190,"[103.894918, 1.392362]",5029,3190,SG,4b974eeaf964a52018ff34e3,Hardware Store,poi,Point
3191,"[103.83462, 1.318715]",5030,3191,SG,4b975152f964a52063ff34e3,College Residence Hall,poi,Point
3192,"[103.737588, 1.4385]",5033,3192,SG,4b976646f964a520460235e3,Park,poi,Point
3193,"[103.830409, 1.305641]",5035,3193,SG,4b976a73f964a520e20235e3,Video Game Store,poi,Point
3194,"[103.853878, 1.294024]",5036,3194,SG,4b976b42f964a520fa0235e3,Italian Restaurant,poi,Point
3195,"[103.830671, 1.354647]",5038,3195,SG,4b9773e1f964a520520435e3,Gym / Fitness Center,poi,Point
3196,"[103.801281, 1.435469]",5039,3196,SG,4b97747cf964a520670435e3,Coffee Shop,poi,Point
3197,"[103.848426, 1.332791]",5040,3197,SG,4b9775c9f964a5209e0435e3,Snack Place,poi,Point
3198,"[103.834319, 1.295139]",5042,3198,SG,4b977ea8f964a520ee0535e3,Residential Building (Apartment / Condo),poi,Point
3199,"[103.826305, 1.305237]",5044,3199,SG,4b9786a4f964a5206c0735e3,Breakfast Spot,poi,Point
3200,"[103.852344, 1.372387]",5049,3200,SG,4b978f0af964a520c90835e3,Elementary School,poi,Point
3201,"[103.852465, 1.293259]",5051,3201,SG,4b978f9ff964a520e50835e3,Accessories Store,poi,Point
3202,"[103.827551, 1.248047]",5052,3202,SG,4b9790abf964a520170935e3,Restaurant,poi,Point
3203,"[103.810335, 1.303528]",5053,3203,SG,4b979268f964a5205d0935e3,Steakhouse,poi,Point
3204,"[103.858682, 1.295749]",5056,3204,SG,4b9798bdf964a520c40a35e3,Sporting Goods Shop,poi,Point
3205,"[103.802605, 1.28008]",5057,3205,SG,4b979c8cf964a520830b35e3,Bridge,poi,Point
3206,"[103.8552, 1.299248]",5061,3206,SG,4b97a5f4f964a5208c0d35e3,Shoe Store,poi,Point
3207,"[103.837581, 1.302181]",5063,3207,SG,4b97b8faf964a520ce1135e3,Nightclub,poi,Point
3208,"[103.947115, 1.331911]",5064,3208,SG,4b97bb9ef964a5206c1235e3,Asian Restaurant,poi,Point
3209,"[103.855695, 1.309587]",5066,3209,SG,4b97c63bf964a520ce1435e3,Indian Restaurant,poi,Point
3210,"[103.697355, 1.342119]",5068,3210,SG,4b9841f0f964a520ba3735e3,Food Court,poi,Point
3211,"[103.848876, 1.289412]",5069,3211,SG,4b984cc0f964a520733a35e3,Government Building,poi,Point
3212,"[103.682447, 1.342055]",5070,3212,SG,4b985668f964a520a03c35e3,College Math Building,poi,Point
3213,"[103.85152, 1.305731]",5071,3213,SG,4b9862d6f964a5206a3f35e3,Flea Market,poi,Point
3214,"[103.844828, 1.274003]",5074,3214,SG,4b987225f964a520954235e3,Hotel,poi,Point
3215,"[103.845897, 1.37112]",5075,3215,SG,4b987277f964a5209e4235e3,Doctor's Office,poi,Point
3216,"[103.832011, 1.304577]",5076,3216,SG,4b987fa0f964a520c04435e3,Cosmetics Shop,poi,Point
3217,"[103.893491, 1.332054]",5078,3217,SG,4b98808ef964a520ec4435e3,Coffee Shop,poi,Point
3218,"[103.842229, 1.311143]",5081,3218,SG,4b988744f964a520e64535e3,Gas Station / Garage,poi,Point
3219,"[103.84861, 1.296319]",5084,3219,SG,4b989892f964a520334835e3,Museum,poi,Point
3220,"[103.834581, 1.303693]",5085,3220,SG,4b98ad40f964a520134b35e3,Italian Restaurant,poi,Point
3221,"[103.796997, 1.305626]",5086,3221,SG,4b98ae9df964a520524b35e3,Automotive Shop,poi,Point
3222,"[103.786635, 1.43532]",5088,3222,SG,4b98bbacf964a5205e4d35e3,Fast Food Restaurant,poi,Point
3223,"[103.879849, 1.307572]",5091,3223,SG,4b98c8e5f964a520774f35e3,Building,poi,Point
3224,"[103.844273, 1.317474]",5097,3224,SG,4b98d7ebf964a520145235e3,Italian Restaurant,poi,Point
3225,"[103.827822, 1.307448]",5099,3225,SG,4b98dc02f964a520e15235e3,Mediterranean Restaurant,poi,Point
3226,"[103.850975, 1.283866]",5102,3226,SG,4b98f4a9f964a520655835e3,Spa / Massage,poi,Point
3227,"[103.83192, 1.416771]",5107,3227,SG,4b99054ef964a520525c35e3,Seafood Restaurant,poi,Point
3228,"[103.824985, 1.273952]",5109,3228,SG,4b99147af964a520086035e3,Miscellaneous Shop,poi,Point
3229,"[103.750167, 1.365648]",5114,3229,SG,4b99975ef964a520008635e3,General Entertainment,poi,Point
3230,"[103.8248, 1.294088]",5115,3230,SG,4b999a04f964a520c08635e3,Government Building,poi,Point
3231,"[103.706544, 1.340065]",5116,3231,SG,4b99a1b3f964a520a68835e3,Sandwich Place,poi,Point
3232,"[103.847534, 1.276431]",5118,3232,SG,4b99ac9ef964a520378b35e3,Sandwich Place,poi,Point
3233,"[103.838804, 1.278771]",5123,3233,SG,4b99bdfef964a520808f35e3,Bus Line,poi,Point
3234,"[103.769603, 1.311722]",5125,3234,SG,4b99bfb1f964a520df8f35e3,Bus Line,poi,Point
3235,"[103.856553, 1.292551]",5126,3235,SG,4b99bffaf964a520f38f35e3,Coffee Shop,poi,Point
3236,"[103.764402, 1.379451]",5128,3236,SG,4b99c531f964a520069135e3,Fast Food Restaurant,poi,Point
3237,"[103.741319, 1.339452]",5130,3237,SG,4b99cf5af964a520db9235e3,Mosque,poi,Point
3238,"[103.843016, 1.311268]",5131,3238,SG,4b99cf86f964a520e49235e3,Coffee Shop,poi,Point
3239,"[103.820214, 1.256962]",5134,3239,SG,4b99dd28f964a520f59435e3,Convention Center,poi,Point
3240,"[103.836539, 1.367962]",5137,3240,SG,4b99e5c7f964a520389635e3,Grocery Store,poi,Point
3241,"[103.835979, 1.302487]",5138,3241,SG,4b99f07af964a520d09735e3,Tea Room,poi,Point
3242,"[103.857821, 1.301194]",5141,3242,SG,4b99f642f964a520dc9835e3,Café,poi,Point
3243,"[103.839642, 1.300739]",5144,3243,SG,4b9a115ff964a520669d35e3,Italian Restaurant,poi,Point
3244,"[103.836432, 1.429253]",5146,3244,SG,4b9a167ff964a520499e35e3,Japanese Restaurant,poi,Point
3245,"[103.827052, 1.293617]",5148,3245,SG,4b9a249ff964a52011a135e3,Japanese Restaurant,poi,Point
3246,"[103.839981, 1.301296]",5149,3246,SG,4b9a2a1bf964a5202ca235e3,Clothing Store,poi,Point
3247,"[103.838555, 1.301261]",5152,3247,SG,4b9a30a7f964a52099a335e3,Shoe Store,poi,Point
3248,"[103.821635, 1.26514]",5154,3248,SG,4b9a3309f964a5201fa435e3,Boutique,poi,Point
3249,"[103.846778, 1.289294]",5156,3249,SG,4b9a3d6ff964a520aca635e3,Japanese Restaurant,poi,Point
3250,"[103.857647, 1.291222]",5157,3250,SG,4b9a4368f964a52028a835e3,Boutique,poi,Point
3251,"[103.83688, 1.301214]",5159,3251,SG,4b9a46b4f964a520fea835e3,Tanning Salon,poi,Point
3252,"[103.749189, 1.350382]",5161,3252,SG,4b9a4f88f964a5206eab35e3,Department Store,poi,Point
3253,"[103.775182, 1.342022]",5162,3253,SG,4b9a51b9f964a52006ac35e3,Pizza Place,poi,Point
3254,"[103.948275, 1.33126]",5163,3254,SG,4b9a54b0f964a520c4ac35e3,Ramen /  Noodle House,poi,Point
3255,"[103.854296, 1.307517]",5166,3255,SG,4b9a5ff0f964a520e5af35e3,Police Station,poi,Point
3256,"[103.845145, 1.290515]",5167,3256,SG,4b9a9607f964a520dac335e3,Nightclub,poi,Point
3257,"[103.792648, 1.312783]",5171,3257,SG,4b9ae996f964a52055e235e3,Home (private),poi,Point
3258,"[103.739036, 1.334386]",5172,3258,SG,4b9aea77f964a520c9e235e3,Steakhouse,poi,Point
3259,"[103.724032, 1.348949]",5173,3259,SG,4b9aec55f964a52085e335e3,Grocery Store,poi,Point
3260,"[103.722557, 1.347257]",5174,3260,SG,4b9aef3ff964a520ace435e3,High School,poi,Point
3261,"[103.911909, 1.332033]",5175,3261,SG,4b9af1e5f964a520abe535e3,Bus Station,poi,Point
3262,"[103.739626, 1.33445]",5176,3262,SG,4b9af3b1f964a52055e635e3,Food Court,poi,Point
3263,"[103.908913, 1.396757]",5178,3263,SG,4b9afadef964a520d9e835e3,Grocery Store,poi,Point
3264,"[103.832699, 1.455028]",5179,3264,SG,4b9afdadf964a520dae935e3,Campground,poi,Point
3265,"[103.739626, 1.332616]",5180,3265,SG,4b9b0049f964a520b4ea35e3,Coffee Shop,poi,Point
3266,"[103.778577, 1.310486]",5181,3266,SG,4b9b0491f964a5201bec35e3,Trade School,poi,Point
3267,"[103.927991, 1.308977]",5182,3267,SG,4b9b05abf964a52084ec35e3,College Academic Building,poi,Point
3268,"[103.696223, 1.37007]",5183,3268,SG,4b9b07def964a52022ed35e3,Cemetery,poi,Point
3269,"[103.855443, 1.292077]",5184,3269,SG,4b9b0db5f964a5200eef35e3,Thai Restaurant,poi,Point
3270,"[103.866801, 1.367091]",5185,3270,SG,4b9b0e17f964a52024ef35e3,Chinese Restaurant,poi,Point
3271,"[103.809788, 1.324362]",5186,3271,SG,4b9b0eedf964a52075ef35e3,French Restaurant,poi,Point
3272,"[103.839013, 1.298394]",5189,3272,SG,4b9b1bbcf964a5204bf335e3,Thai Restaurant,poi,Point
3273,"[103.85054, 1.375243]",5190,3273,SG,4b9b1e51f964a52005f435e3,Coffee Shop,poi,Point
3274,"[103.853513, 1.346495]",5191,3274,SG,4b9b221ff964a5202ff535e3,Residential Building (Apartment / Condo),poi,Point
3275,"[103.89997, 1.297094]",5192,3275,SG,4b9b22aaf964a5204ef535e3,Building,poi,Point
3276,"[103.83509, 1.303439]",5195,3276,SG,4b9b26d1f964a5205ef635e3,Plaza,poi,Point
3277,"[103.81765, 1.255215]",5196,3277,SG,4b9b2900f964a520f7f635e3,Scenic Lookout,poi,Point
3278,"[103.906195, 1.317834]",5197,3278,SG,4b9b2959f964a52008f735e3,Ramen /  Noodle House,poi,Point
3279,"[103.932316, 1.3742]",5198,3279,SG,4b9b2aadf964a52058f735e3,Playground,poi,Point
3280,"[103.885234, 1.359545]",5199,3280,SG,4b9b2b92f964a520acf735e3,Grocery Store,poi,Point
3281,"[103.782102, 1.304314]",5201,3281,SG,4b9b3378f964a5207ef935e3,Food Court,poi,Point
3282,"[103.844879, 1.300046]",5203,3282,SG,4b9b4425f964a5202cfd35e3,Music Store,poi,Point
3283,"[103.858891, 1.294625]",5205,3283,SG,4b9b4a4af964a52096fe35e3,Seafood Restaurant,poi,Point
3284,"[103.831665, 1.304783]",5208,3284,SG,4b9b51aef964a520320036e3,Bakery,poi,Point
3285,"[103.839902, 1.24577]",5209,3285,SG,4b9b5213f964a520490036e3,Harbor / Marina,poi,Point
3286,"[103.943404, 1.340022]",5210,3286,SG,4b9b586bf964a520b80136e3,Home (private),poi,Point
3287,"[103.827646, 1.286713]",5211,3287,SG,4b9b59f9f964a520090236e3,Café,poi,Point
3288,"[103.796425, 1.273319]",5214,3288,SG,4b9b5c19f964a5207c0236e3,Campground,poi,Point
3289,"[103.813093, 1.293638]",5215,3289,SG,4b9b5ce8f964a520a90236e3,High School,poi,Point
3290,"[103.942263, 1.377933]",5216,3290,SG,4b9b5d41f964a520c10236e3,Asian Restaurant,poi,Point
3291,"[103.862034, 1.319862]",5220,3291,SG,4b9b68a5f964a5208a0536e3,Chinese Restaurant,poi,Point
3292,"[103.874831, 1.35617]",5222,3292,SG,4b9b6dfaf964a520cd0636e3,Stadium,poi,Point
3293,"[103.853224, 1.336281]",5223,3293,SG,4b9b6e59f964a520e40636e3,Asian Restaurant,poi,Point
3294,"[103.831235, 1.4415]",5224,3294,SG,4b9b6fe2f964a520440736e3,Thai Restaurant,poi,Point
3295,"[103.841694, 1.32147]",5225,3295,SG,4b9b7404f964a5203a0836e3,Chinese Restaurant,poi,Point
3296,"[103.744926, 1.384786]",5226,3296,SG,4b9b75b9f964a520a00836e3,Multiplex,poi,Point
3297,"[103.840497, 1.301985]",5232,3297,SG,4b9b83bef964a5203f0c36e3,Japanese Restaurant,poi,Point
3298,"[103.816351, 1.329479]",5233,3298,SG,4b9b852ef964a520a60c36e3,General Entertainment,poi,Point
3299,"[103.861179, 1.302163]",5235,3299,SG,4b9b871bf964a5202f0d36e3,Middle Eastern Restaurant,poi,Point
3300,"[103.859071, 1.289146]",5236,3300,SG,4b9b895df964a520bd0d36e3,Event Space,poi,Point
3301,"[103.857125, 1.290681]",5239,3301,SG,4b9b8f8cf964a520900f36e3,Asian Restaurant,poi,Point
3302,"[103.878093, 1.341627]",5241,3302,SG,4b9b9be4f964a520491336e3,High School,poi,Point
3303,"[103.794592, 1.311695]",5244,3303,SG,4b9ba7d2f964a520361736e3,Bar,poi,Point
3304,"[103.859564, 1.300953]",5247,3304,SG,4b9bbf98f964a520bb2036e3,Middle Eastern Restaurant,poi,Point
3305,"[103.832956, 1.307433]",5251,3305,SG,4b9c4115f964a520495936e3,Café,poi,Point
