geo_id,geo_positive
2391,"[540, 2187, 2344, 5796, 7078, 10023]"
2392,"[940, 1007, 2500, 3167, 3723, 3756, 4502, 4617, 4827, 7218, 7646, 8991, 9989, 10817, 11830, 14561]"
2393,"[4888, 9759]"
2394,"[3029, 8211]"
2395,"[2720, 3465, 3502, 7046]"
2396,[13352]
2397,[8686]
2398,[13126]
2399,"[303, 698, 712, 1587, 1759, 2616, 3013, 3219, 3685, 3788, 4752, 4942, 8662, 8750, 9959, 10268, 10950, 12107, 12944, 14482]"
2400,"[97, 3142, 5097, 8661]"
2401,"[1064, 3728, 4098, 6569, 7627, 8470, 10462, 10952, 13001, 13463]"
2402,[]
2403,[]
2404,[6208]
2405,[9180]
2406,"[498, 846, 3980, 4551, 6948]"
2407,"[7013, 9615, 10101, 11496, 12648, 12652]"
2408,"[2828, 3761, 5068, 6200, 10333, 14729]"
2409,"[4663, 8966, 13594]"
2410,"[612, 2095, 9208]"
2411,[]
2412,"[1825, 3631]"
2413,"[207, 1336, 4445]"
2414,[15162]
2415,"[1061, 1627, 3702, 5385]"
2416,[]
2417,"[2301, 3985, 5462]"
2418,"[2001, 2696, 2758, 2762, 3070, 3211, 3234, 3870, 4405, 4954, 5205, 5952, 6280, 6284, 6669, 6738, 6840, 6931, 7074, 7193, 7216, 7302, 7519, 7594, 8562, 8648, 8701, 8915, 9002, 9267, 9346, 10064, 10432, 10459, 10990, 11191, 11264, 11357, 11530, 12146, 12303, 12477, 12743, 12895, 13186, 13226, 13227, 14052, 14811, 14823, 14862, 14917, 14976]"
2419,[11271]
2420,[]
2421,"[2507, 2729, 5597]"
2422,"[2508, 3894, 6962, 7365, 7564, 7580, 7826, 8542, 8698, 9345, 11267, 11358, 11695, 11696, 11711, 11745, 11748, 11759]"
2423,[]
2424,"[5540, 10831]"
2425,"[3826, 6559]"
2426,"[1098, 1310, 2065, 3062, 3855, 4284, 5776, 5847, 6330, 7614, 11121, 11196, 11270, 11327, 13095, 13484, 14704]"
2427,"[435, 580, 1425, 1817, 1931, 2373, 2446, 2459, 2846, 4224, 4349, 4480, 4838, 5078, 6178, 6665, 7214, 7753, 7774, 9597, 11452, 11583, 12077, 12204, 12643, 12888, 14455, 14768]"
2428,[]
2429,[]
2430,"[1846, 5979, 6476, 12276]"
2431,[2200]
2432,[]
2433,[]
2434,"[519, 661, 2445, 2977, 3045, 3223, 4724, 5194, 5693, 6107, 10361, 10915]"
2435,[5441]
2436,"[3773, 3778, 5990, 8589, 8950, 10909, 11380, 12116]"
2437,"[1009, 1337, 2996, 10110]"
2438,"[1691, 2260, 2680, 4831, 7018, 7842, 8547, 9596, 12034, 12608, 13638]"
2439,[]
2440,[]
2441,[]
2442,"[32, 1604, 1863, 4061, 5008, 5906, 10933, 11402, 12689, 13854, 14018, 14800, 15097]"
2443,"[862, 1555, 5710, 6201, 9787, 10147, 11721, 13260, 15121]"
2444,[3659]
2445,"[519, 661, 2434, 2977, 3045, 3223, 4724, 5194, 5693, 6076, 6107, 10361, 10864, 10915, 12079]"
2446,"[435, 580, 1425, 1596, 1817, 1931, 2373, 2427, 2459, 2846, 4224, 4349, 4480, 4838, 5078, 6178, 6665, 7214, 7414, 7753, 7774, 9448, 9597, 11452, 11583, 12077, 12204, 12643, 12888, 14455, 14768]"
2447,"[112, 1586, 2855, 3117, 3830, 4995, 5004, 5642, 6727, 9435, 10246, 11905]"
2448,"[2534, 8996, 10812]"
2449,[]
2450,[]
2451,"[3709, 11120, 11185]"
2452,[]
2453,[458]
2454,"[884, 1015, 1709, 2163, 3206, 9054, 14837]"
2455,[]
2456,"[870, 2025, 4611, 10779]"
2457,"[51, 251, 706, 936, 1662, 1915, 2704, 2944, 3323, 3335, 3367, 3612, 4167, 4737, 4964, 5064, 5333, 5458, 5502, 5809, 5854, 5977, 6297, 6306, 7560, 7583, 7619, 8104, 8414, 8561, 8633, 8688, 9062, 9076, 9396, 9699, 10022, 10082, 10132, 10151, 10463, 10847, 11089, 11340, 11560, 11899, 11907, 12092, 12270, 12347, 12462, 12604, 12871, 13142, 13342, 13343, 13583, 14130, 14192, 14245, 14759, 14958, 14960, 14966, 15152]"
2458,"[4549, 11183]"
2459,"[435, 580, 1254, 1425, 1575, 1931, 2373, 2427, 2446, 2846, 3677, 4224, 4838, 5010, 5078, 6178, 7214, 7349, 7414, 8566, 8774, 9448, 9597, 11317, 11583, 12643, 12888, 13532, 14455, 14768]"
2460,"[6289, 7473, 15133]"
2461,"[1800, 2469, 2660, 4442, 5146, 9943]"
2462,[9499]
2463,[]
2464,[11389]
2465,[6896]
2466,[]
2467,"[3486, 13296]"
2468,[]
2469,[2461]
2470,"[2249, 3413, 9137, 11299, 13550]"
2471,"[956, 5200, 11435]"
2472,[]
2473,[]
2474,[]
2475,"[3049, 3697, 7909, 9196, 10788, 10882]"
2476,"[847, 1131, 4514]"
2477,"[3058, 3114, 4186, 8705, 14776, 14852]"
2478,"[6165, 6936, 12792, 13590]"
2479,[]
2480,"[960, 2360, 2908, 5955, 12417]"
2481,"[889, 10772]"
2482,"[160, 362, 1427, 2872, 3564, 4313, 4315, 4510, 5003, 7336, 8408, 12421, 12504, 14097, 14762]"
2483,[]
2484,[]
2485,"[1560, 3647, 10946]"
2486,[1932]
2487,[1830]
2488,"[1369, 1671, 1677, 2248, 3729, 5326, 5877, 5919, 6516, 8869, 9725, 11691, 14719]"
2489,"[1585, 7008, 7497, 7622, 9474, 9500, 9573, 14254]"
2490,"[1076, 3059, 4497, 4645, 4678, 5184, 5954, 7197, 8938, 9292, 10278, 10574, 11273, 14746]"
2491,"[932, 937, 11709]"
2492,[7733]
2493,"[340, 844, 13775]"
2494,"[952, 1835, 4286, 6671, 10631, 11734, 14686]"
2495,[8892]
2496,"[3693, 9012]"
2497,[]
2498,[5420]
2499,"[645, 1453, 1958, 7726]"
2500,"[940, 2374, 2392, 3167, 3723, 3756, 4502, 4617, 4827, 7218, 7646, 8991, 9989, 10817, 11830, 14561]"
2501,"[718, 797, 1410, 1863, 3033, 3188, 4061, 4356, 5536, 5659, 6704, 8017, 8055, 8346, 10543, 10759, 11412, 11859, 12095, 12961, 13085, 13290, 13322, 13746, 13854, 14467, 14506, 15097]"
2502,[704]
2503,"[211, 247, 597, 1040, 1070, 1660, 3947, 4622, 5083, 6239, 6714, 8764, 13060]"
2504,[7632]
2505,[5448]
2506,"[11463, 11575]"
2507,"[2421, 2729, 5597]"
2508,"[1237, 1556, 2422, 3894, 5204, 5655, 5859, 7564, 7826, 8698, 8990, 9345, 11358, 11711, 11745, 14706]"
2509,"[1920, 7157, 11420, 13441]"
2510,[]
2511,"[117, 379, 425, 1574, 1967, 2656, 3182, 3422, 3589, 5002, 5765, 9982]"
2512,"[8763, 9256, 9960, 11921]"
2513,[]
2514,"[8140, 12536]"
2515,[]
2516,[829]
2517,"[2959, 5290, 5783, 6925, 12156]"
2518,"[290, 477, 765, 899, 939, 1733, 1882, 1964, 1985, 2154, 2329, 2331, 2689, 2804, 2909, 2938, 2991, 3615, 3948, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 9642, 11153, 11333, 11668, 12856, 13599, 13902, 13940, 14790, 14906]"
2519,"[616, 1190, 1464, 1469, 3313, 3410, 3425, 3568, 3587, 3844, 5023, 5522, 5804, 6454, 8236, 8622, 8785, 9664, 11472, 11888, 12273, 12681, 13259, 14366, 14861, 14932, 14945]"
2520,[]
2521,"[1949, 3872, 5640]"
2522,"[2248, 3458, 3729, 5326, 5664, 6516, 8869, 9725, 14131]"
2523,[]
2524,"[1423, 1583, 1708, 1839, 5332, 7351, 10281]"
2525,[]
2526,[2809]
2527,[]
2528,[]
2529,"[420, 2083, 2274, 3068, 3089, 4126, 5239, 5347, 6051, 7686, 8043, 10575, 12545]"
2530,[]
2531,[9107]
2532,"[4505, 6900]"
2533,"[2822, 2982, 2990, 3133, 3259, 3821, 4021, 4636, 7235, 8004, 8747, 10979, 12539, 13887]"
2534,"[1218, 2448, 8996]"
2535,[]
2536,[]
2537,"[347, 1544, 2757, 6980, 7789, 8654, 10146, 10148, 11304, 11805]"
2538,"[1910, 3443, 3475, 3755, 4400, 8821, 10188]"
2539,[]
2540,"[496, 2775, 6264, 8743, 8911, 10096, 12706, 14335, 14934]"
2541,[12490]
2542,[]
2543,[]
2544,[]
2545,"[2880, 4324, 9322, 9692, 10367, 13910]"
2546,[]
2547,[13304]
2548,[]
2549,"[1690, 2151, 3205, 3794, 4668, 4821, 4863, 5552, 8718, 10649, 10682, 10894, 11964, 12661, 13690]"
2550,"[1591, 5017, 5298, 14534]"
2551,"[48, 50, 82, 105, 1960, 2207, 5027, 5240, 5283, 7151, 8468, 8596, 9517, 10373, 10663, 13320, 13540]"
2552,[1850]
2553,"[5572, 10071]"
2554,"[3411, 13080]"
2555,[12250]
2556,[]
2557,"[2076, 2714, 6417, 10935]"
2558,[]
2559,"[3407, 8283, 9549]"
2560,"[747, 8659, 12020, 12426, 13886]"
2561,"[710, 3127, 3912, 5057, 7387, 8876, 10688]"
2562,[]
2563,[]
2564,"[14677, 14734, 14991, 14993, 15153]"
2565,"[2596, 2601, 2602, 2603, 3016, 5302, 6500, 8817, 8861, 12772, 13137, 13639, 14077, 14667]"
2566,"[1816, 2178, 3330, 3824, 6293, 7220, 11087, 13832]"
2567,[13242]
2568,"[442, 2710, 4012, 13101]"
2569,"[3911, 3974, 6007]"
2570,[6716]
2571,[3565]
2572,"[66, 359, 772, 1597, 5285, 5465, 6300, 6343, 7478, 10274, 12109, 12229, 15027]"
2573,[3945]
2574,[15083]
2575,[]
2576,"[448, 660, 1631, 1682, 2380, 2617, 4732, 7699, 7991, 9906, 10034, 10307, 12062, 13657, 13697, 13739, 13825, 13976, 14252, 14385, 14498, 14642]"
2577,"[3107, 3777, 6376, 8967]"
2578,[12663]
2579,[]
2580,"[3500, 4945, 6528, 6835, 7138, 7304, 8976, 9214, 9222, 10489, 11898]"
2581,"[357, 2131, 2924, 4343, 4917, 5473, 7187, 8638, 9190, 10159, 10319, 10908, 12272, 12972]"
2582,"[2076, 3174, 3220, 4106, 4463, 5102, 6373, 6690, 7802, 8891, 9652, 10935, 12770, 14552, 15131]"
2583,[]
2584,"[3939, 12780]"
2585,[]
2586,"[1044, 1859]"
2587,"[253, 1158, 2259, 3215, 6581]"
2588,[7791]
2589,"[892, 2143, 2845, 2904, 3884, 3994, 4250, 6302, 6548, 7160, 7375, 7643, 8291, 8527, 9786, 10721, 12735, 13541]"
2590,"[5386, 6606, 8580, 11956, 12439, 13450, 13950, 14242]"
2591,"[1553, 3537, 4266, 4907, 6659, 6766]"
2592,[4346]
2593,"[1019, 1579, 2386, 3312, 6653, 7616, 10993]"
2594,"[3522, 5236]"
2595,[]
2596,"[2565, 2601, 2602, 2603, 3016, 4684, 5302, 6500, 8817, 8861, 12772, 13137, 13639, 14077, 14667]"
2597,"[1566, 3077, 3817, 4609, 5304, 5505, 5794, 7000, 10932]"
2598,"[2693, 10638]"
2599,[2600]
2600,[2599]
2601,"[2565, 2596, 2602, 2603, 3016, 4684, 5302, 6500, 8817, 8861, 12772, 13137, 13639, 14077, 14667]"
2602,"[2565, 2596, 2601, 2603, 3016, 4684, 5302, 6500, 8817, 8861, 12772, 13137, 13639, 14077, 14667]"
2603,"[2565, 2596, 2601, 2602, 3016, 4684, 5302, 6500, 8817, 8861, 12772, 13137, 13639, 14077, 14667]"
2604,"[2702, 5831]"
2605,"[1862, 9457, 10963, 14894]"
2606,[]
2607,[]
2608,"[1221, 3542, 5030]"
2609,[6654]
2610,"[1193, 1196]"
2611,[5367]
2612,[]
2613,"[277, 699, 2205, 4731, 5678, 6554, 7308, 8386, 9199, 9459, 9612, 9655, 9656, 11981, 12394, 13585, 14576, 14794]"
2614,"[3228, 13669]"
2615,[]
2616,"[303, 635, 698, 712, 1587, 1759, 2399, 3013, 3219, 3685, 3788, 4752, 4942, 8662, 8750, 9959, 10268, 10950, 12107, 12944, 14482]"
2617,"[297, 448, 660, 802, 933, 1631, 1682, 1820, 2298, 2380, 2576, 2810, 4185, 4265, 4732, 5059, 5781, 5923, 7699, 7991, 9906, 10034, 10307, 11232, 12062, 13657, 13697, 13739, 13825, 13976, 14234, 14235, 14252, 14385, 14498, 14642]"
2618,[3141]
2619,"[3069, 4561]"
2620,"[881, 3716, 6694, 7110, 12264, 12295, 13765, 14984]"
2621,[]
2622,"[9270, 10610]"
2623,[]
2624,[]
2625,"[285, 935, 1063, 1154, 1205, 1222, 1674, 2733, 3991, 4069, 5305, 5959, 8666, 8958, 9737, 10308, 10900, 11718, 12227]"
2626,[]
2627,"[1063, 5305, 6542]"
2628,"[423, 5001, 7676, 9820]"
2629,"[42, 43, 328, 2019, 2903, 5435, 5583, 5957, 7272, 7848, 8254, 8742, 9282, 9769, 10665, 10819, 12791, 14728, 14756]"
2630,[]
2631,[]
2632,"[268, 7617, 8269, 8832, 11513, 12173, 12517, 12518, 15053]"
2633,"[1178, 2105]"
2634,"[208, 290, 477, 765, 800, 899, 939, 1368, 1488, 1489, 1564, 1733, 1964, 1985, 2154, 2329, 2331, 2370, 2689, 2804, 2806, 2909, 2938, 2991, 3207, 3615, 3719, 3781, 3948, 4547, 4735, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 10540, 11153, 11333, 11668, 12197, 12856, 13098, 13599, 13929, 13940, 14074, 14253, 14292, 14906, 15065]"
2635,[]
2636,[]
2637,"[2041, 3404, 5682, 12177, 14195]"
2638,[971]
2639,"[22, 3096, 3876]"
2640,[]
2641,[]
2642,"[1978, 3803]"
2643,"[1226, 1627, 3702]"
2644,[8283]
2645,"[2881, 5221, 5785, 8532, 9175]"
2646,[3663]
2647,[5690]
2648,"[4008, 4156, 9069, 14908]"
2649,"[2851, 3265, 4111, 4298, 4673, 9144, 9156, 10774, 12649]"
2650,"[1576, 13344]"
2651,[]
2652,"[1167, 3968, 6336, 9171]"
2653,[11168]
2654,[]
2655,[743]
2656,"[117, 338, 379, 425, 1574, 1967, 2049, 2511, 3182, 3422, 3446, 3491, 3589, 4518, 5002, 5310, 5765, 6335, 9982, 14219]"
2657,"[1356, 4736]"
2658,"[198, 3176, 3297, 4179, 4199, 4701, 4893, 5213, 5319, 6430, 7660, 8543, 10720, 11799]"
2659,"[2854, 4903, 8656, 11638]"
2660,"[1800, 2461, 4442, 5146, 9943]"
2661,[]
2662,[]
2663,[]
2664,"[3638, 3785]"
2665,[]
2666,[]
2667,[4843]
2668,"[1213, 3119, 5487]"
2669,"[1046, 1550, 3083, 4590, 7002, 11525, 13967]"
2670,[]
2671,[]
2672,"[119, 585, 1078, 4341, 5039, 5142, 5727, 6934, 8171, 8266, 11027, 13651, 14082, 14129, 14197, 14216]"
2673,[]
2674,"[103, 830, 831, 835, 1675, 2191, 2697, 2849, 3074, 3156, 3309, 3358, 3743, 3838, 4023, 4122, 4125, 4283, 4388, 4633, 5418, 5551, 5700, 5723, 6128, 6149, 6460, 6507, 6866, 6871, 7237, 7294, 7553, 7555, 7778, 7834, 7918, 7940, 7987, 8080, 8089, 8103, 8437, 8998, 9188, 9313, 9380, 9386, 9566, 10298, 10315, 10484, 11145, 11293, 11545, 11829, 12449, 12731, 12825, 13566, 14088, 14277]"
2675,[10421]
2676,[13432]
2677,[]
2678,[8539]
2679,[]
2680,"[1691, 2260, 2438, 4831, 7018, 7842, 8547, 9596, 12034, 12608, 13638]"
2681,[]
2682,[]
2683,[]
2684,"[164, 302, 2759, 6551]"
2685,[]
2686,[]
2687,[]
2688,"[219, 309, 537, 911, 935, 1063, 1208, 1361, 1451, 1705, 1798, 2334, 2966, 2981, 3266, 3373, 3780, 3991, 4073, 4182, 4528, 4651, 4672, 4702, 5183, 5305, 5491, 5779, 6188, 6203, 6207, 6357, 6390, 6542, 6612, 6668, 7629, 7649, 7798, 7906, 8666, 8676, 8958, 10881, 10900, 11323, 11598, 12227, 12761, 12785, 12898, 13759, 14615, 14665, 14674]"
2689,"[208, 290, 477, 765, 800, 899, 939, 1368, 1489, 1733, 1964, 1985, 2154, 2329, 2331, 2518, 2634, 2804, 2806, 2909, 2938, 2991, 3207, 3615, 3719, 3781, 3948, 4735, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 9642, 10540, 11153, 11333, 11668, 12856, 13098, 13599, 13929, 13940, 14074, 14253, 14292, 14790, 14906, 15065]"
2690,[]
2691,[]
2692,[]
2693,"[2598, 10638]"
2694,[]
2695,[]
2696,"[2418, 2758, 2762, 3070, 3234, 3870, 4405, 4524, 5205, 5746, 5952, 6280, 6284, 6356, 6669, 6738, 6840, 6931, 7074, 7193, 7216, 7302, 7519, 7594, 8562, 8648, 8701, 8915, 9130, 9267, 9346, 10064, 11264, 11357, 12146, 12303, 12743, 13186, 13226, 13227, 14052, 14811, 14823, 14976]"
2697,"[103, 830, 831, 835, 1675, 2191, 2674, 2849, 3074, 3156, 3309, 3358, 3743, 3838, 4023, 4122, 4125, 4388, 4633, 5418, 5551, 5700, 6128, 6149, 6460, 6507, 6866, 6871, 7294, 7553, 7778, 7834, 7918, 7940, 7987, 8080, 8089, 8103, 8437, 8998, 9188, 9313, 9380, 9386, 9566, 10298, 10315, 10484, 11145, 11293, 11545, 11829, 12449, 12731, 12825, 13566, 14088, 14277]"
2698,"[437, 883, 1401, 3683]"
2699,"[9583, 11726, 12134]"
2700,"[3128, 4846, 4943, 5474, 5603, 5630, 6637, 7206, 7748, 7855, 7905, 9697, 10052, 10741, 11768, 12230, 12499, 13611, 14289, 14940]"
2701,[]
2702,"[2604, 5831]"
2703,"[1373, 1504, 1972, 2315, 2325, 3634, 3856, 4926, 5038, 5111, 5503, 5604, 5679, 5884, 6167, 6173, 6409, 6795, 6876, 7242, 7574, 7610, 8405, 8438, 8689, 8927, 9177, 9298, 9814, 10292, 10598, 10755, 10968, 11289, 12422, 12647, 13311, 13862, 14010, 14251, 14275, 14599, 14886, 15041, 15059]"
2704,"[51, 251, 1915, 2457, 2944, 3323, 3335, 3612, 4964, 5064, 5333, 5458, 5809, 5977, 6297, 6306, 7560, 7583, 7619, 8104, 8414, 8561, 8633, 8688, 9062, 9076, 9396, 9699, 10022, 10151, 10463, 10847, 11089, 11899, 11907, 12092, 12270, 12347, 12462, 12604, 12871, 13142, 13342, 13343, 13583, 14130, 14192, 14245, 14759, 14958, 14960, 14966, 15152]"
2705,"[1465, 7386]"
2706,"[2707, 2708, 5221, 8532, 8746, 8759, 13253]"
2707,"[2706, 8746, 8759]"
2708,"[2706, 5719, 8746, 8759, 13253]"
2709,"[1245, 1700, 2011, 4184, 4190, 4780, 7024, 7244, 8029, 9501, 9965, 11738, 12142, 13475]"
2710,"[442, 2568, 4012, 13101]"
2711,"[1105, 1780, 2061, 3391, 5247, 7849, 8156, 10184]"
2712,"[64, 1099, 2062, 3190, 3416, 4169, 4658, 5850, 6020, 6032, 6320, 6391, 6611, 6632, 6633, 6883, 6995, 7651, 8018, 8051, 8174, 8178, 8225, 8636, 8682, 8903, 9381, 10455, 10566, 10876, 10974, 11392, 11523, 12037, 12081, 12237, 12480, 12733, 12768, 13440, 13683, 13743, 14175, 14476, 14497, 14871]"
2713,[8423]
2714,"[2076, 2557, 4106, 6373, 6417, 10935, 12654, 15131]"
2715,"[1156, 4807, 9900, 10613, 10673, 11078, 13172, 13551]"
2716,[1325]
2717,[4898]
2718,[]
2719,[]
2720,"[2395, 3465, 3502, 7046]"
2721,[]
2722,[]
2723,"[1175, 3944, 6695, 8226]"
2724,"[2725, 4016, 5320, 6131, 6756, 6807, 6908, 8157, 8550, 8635, 9264, 9510, 9701, 9743, 9825, 9986, 10019, 10083, 10113, 10447, 10454, 10634, 10655, 10680, 10744, 10760, 10783, 11100, 11553, 12123, 12274, 12307, 12420, 12459, 12624, 12694, 13222, 13528, 13691]"
2725,"[2724, 4016, 5320, 6131, 6756, 6807, 6856, 6908, 8293, 8635, 9098, 9264, 9743, 9825, 9986, 10019, 10083, 10111, 10394, 10447, 10454, 10571, 10655, 10744, 10943, 11058, 11365, 11553, 12071, 12307, 12420, 12459, 12624, 12694, 13222, 13528, 13643, 13691]"
2726,[]
2727,"[3914, 4628, 5307, 8125, 10145]"
2728,"[2026, 2913, 7373]"
2729,"[2421, 2507, 5597]"
2730,[]
2731,[]
2732,"[118, 3570, 4038, 4171, 5424, 5579, 5808, 6657, 6801, 8065, 8075, 8218, 9637, 10214, 11797, 12017, 12700, 13572, 13740, 14673, 14880]"
2733,"[285, 309, 935, 1063, 1154, 1205, 1222, 1451, 1520, 1674, 1798, 2334, 2625, 2966, 3373, 3704, 3780, 3991, 4069, 4182, 4528, 4651, 4672, 4702, 5305, 5491, 5959, 6203, 6207, 6357, 6390, 6542, 7629, 7649, 7798, 8666, 8958, 9737, 10308, 10881, 10900, 11598, 11718, 12227, 12761, 12785, 12898, 13641, 14615]"
2734,"[3406, 3900, 9748]"
2735,"[1365, 9805]"
2736,[]
2737,[6451]
2738,"[76, 1668, 3415]"
2739,[]
2740,"[4904, 13564]"
2741,[]
2742,[5585]
2743,[1836]
2744,[]
2745,[]
2746,[9060]
2747,[]
2748,[]
2749,[]
2750,"[524, 11187]"
2751,[1578]
2752,[]
2753,"[2950, 9767]"
2754,[]
2755,[]
2756,"[5463, 8919, 9466]"
2757,"[347, 1544, 2537, 6980, 7789, 8654, 10146, 10148, 11304, 11805]"
2758,"[1059, 1371, 1822, 2001, 2418, 2696, 2762, 3011, 3070, 3211, 3234, 3870, 4050, 4405, 4891, 4954, 5205, 6280, 6669, 6738, 6840, 6931, 7074, 7193, 7216, 7302, 7519, 7594, 8562, 8648, 8701, 8915, 9002, 9346, 9350, 10064, 10432, 10459, 10990, 11191, 11264, 11357, 11530, 12146, 12303, 12477, 12895, 13141, 13226, 13227, 14052, 14811, 14823, 14862, 14917, 14976]"
2759,"[164, 2684, 6551]"
2760,"[11025, 13402]"
2761,[]
2762,"[1822, 2001, 2418, 2696, 2758, 3070, 3211, 3234, 3870, 4405, 4954, 5005, 5205, 5952, 6280, 6669, 6738, 6840, 6931, 7074, 7193, 7216, 7302, 7519, 7594, 8562, 8648, 8701, 8915, 9002, 9267, 9346, 9350, 10064, 10432, 10459, 10990, 11191, 11264, 11357, 11530, 12146, 12303, 12477, 12743, 12895, 13186, 13226, 13227, 13822, 14052, 14811, 14823, 14862, 14917, 14976]"
2763,[373]
2764,[]
2765,"[642, 1082, 10778, 13382]"
2766,[1730]
2767,[]
2768,[]
2769,[9975]
2770,[]
2771,[]
2772,"[2841, 2999, 3433, 4410, 4429, 5338, 7780, 9724, 10424, 11070, 12629, 12946, 15006]"
2773,[13373]
2774,"[49, 512, 2911, 3306, 3577, 4614, 5160, 6949, 7190, 7343, 8371, 8794, 9395, 9998, 10265, 10640, 10697, 10911, 12453, 13219, 13498, 14981]"
2775,"[496, 1621, 2540, 6264, 10096, 12706, 14335, 14934]"
2776,"[492, 1037, 1828, 2233, 3597, 3989, 4028, 4799, 5175, 7936, 10542, 11322]"
2777,[12723]
2778,"[2779, 9263, 11448]"
2779,"[2778, 9263, 11448]"
2780,"[752, 1307, 1884, 3064, 3109, 4499, 5034, 5941, 10036, 10256, 13772]"
2781,[1195]
2782,[]
2783,[]
2784,"[2880, 3703, 4324, 8145, 8985, 9132, 9322, 9488, 13579]"
2785,[]
2786,[]
2787,[10652]
2788,[]
2789,"[977, 1826, 4734]"
2790,"[4385, 5711, 7592]"
2791,[494]
2792,[6713]
2793,[]
2794,"[509, 4096, 5276, 14560]"
2795,[]
2796,[]
2797,[]
2798,[711]
2799,[]
2800,[]
2801,[]
2802,[9467]
2803,"[448, 660, 802, 933, 1466, 1820, 2298, 2380, 3144, 4486, 5059, 5923, 13004, 13739, 14234, 14235, 14642]"
2804,"[290, 477, 765, 899, 939, 1368, 1733, 1882, 1964, 1985, 2154, 2329, 2331, 2518, 2634, 2689, 2806, 2909, 2938, 3207, 3615, 5495, 6180, 6223, 6502, 7904, 7990, 8025, 8621, 8924, 9472, 10540, 11084, 11153, 11333, 11668, 12856, 13599, 13940, 14074, 14253, 14790, 14906, 15065]"
2805,"[2816, 2945, 14111]"
2806,"[208, 290, 477, 765, 800, 939, 1368, 1488, 1489, 1564, 1733, 1964, 1985, 2154, 2329, 2331, 2370, 2634, 2689, 2804, 2909, 2938, 2991, 3207, 3615, 3719, 3781, 3948, 4547, 4735, 6180, 6223, 6502, 7904, 7990, 8621, 8924, 9472, 10540, 11084, 11153, 11668, 12856, 13098, 13929, 13940, 14074, 14253, 14292, 15065]"
2807,"[3254, 6190, 7326, 11880]"
2808,"[3802, 7034]"
2809,[2526]
2810,"[448, 660, 780, 802, 933, 1682, 1820, 2298, 2380, 2617, 4265, 4486, 4732, 5059, 5781, 5923, 7699, 9906, 10034, 10307, 11232, 13004, 13697, 13739, 14234, 14235, 14252, 14385, 14498, 14642]"
2811,[]
2812,"[1318, 5945]"
2813,"[6520, 8134, 10388]"
2814,[10616]
2815,"[12427, 14755]"
2816,"[1734, 2805, 2945, 12828, 14111]"
2817,"[193, 331, 1057, 1080, 1349, 2389, 3004, 3341, 5437, 6029, 10892, 12158]"
2818,"[1369, 2335, 3458, 3708, 3729, 5326, 5664, 5919, 6516, 7650, 8869, 13251, 14131]"
2819,"[3129, 3691, 4123, 5350, 9161, 14409]"
2820,"[8295, 8348]"
2821,"[3208, 3809, 4064, 4081, 5199, 5530, 6387, 6641, 6723, 6849, 7722, 8500, 8513, 8690, 8820, 9548, 9644, 10366, 10965, 11107, 11998, 12103, 12283, 12554, 13788, 13954, 14957]"
2822,"[2533, 2982, 2990, 3133, 3259, 4021, 4636, 5497, 7235, 8747, 10979, 12539, 13887]"
2823,[]
2824,"[1256, 1339, 1468, 1720, 1871, 2897, 3227, 3448, 3611, 4479, 4818, 4837, 4844, 4938, 5031, 5352, 5427, 5471, 5626, 5837, 6092, 6464, 6814, 6850, 6942, 6975, 7243, 7348, 7493, 7636, 7966, 8064, 8411, 8909, 9025, 9174, 9294, 9359, 9444, 10545, 10596, 10849, 11106, 11308, 12529, 13522, 13925, 14815, 15072]"
2825,[3185]
2826,[]
2827,[]
2828,"[2408, 3761, 5068, 6200, 10333, 14729]"
2829,[14997]
2830,[]
2831,[]
2832,[]
2833,"[1402, 1866, 3020, 3845, 4262, 5646, 6784, 13336, 13396]"
2834,"[1899, 6895]"
2835,"[3609, 8477, 13803]"
2836,"[1520, 2244, 3307, 4069, 9714, 11003, 12836]"
2837,[]
2838,[]
2839,"[2847, 3183, 4031, 5224, 6872, 7288, 8188, 8727]"
2840,"[705, 3586, 6523, 14102, 14350]"
2841,"[2772, 2999, 3433, 4410, 4429, 5338, 7780, 9724, 10313, 10424, 11070, 12629, 15006]"
2842,"[578, 3591]"
2843,"[3815, 8669, 11197]"
2844,[5268]
2845,"[892, 2143, 2589, 3884, 3994, 4250, 6302, 6548, 7375, 7643, 8527, 9786, 10721, 12735, 13541]"
2846,"[435, 580, 1393, 1425, 1596, 1817, 1931, 2373, 2427, 2446, 2459, 4224, 4349, 4480, 4838, 5078, 6178, 6665, 7214, 7753, 7774, 9448, 9597, 11452, 11583, 12077, 12204, 12643, 12888, 14455, 14768]"
2847,"[2839, 3183, 4031, 5224, 6872, 7288, 8188, 8727]"
2848,[]
