,coordinates,geo_id,geo_id_washed,type,venue_category_id,venue_category_name
3548,"[139.70727510051515,35.58824026317603]",7348,3548,Point,4bf58dd8d48988d124951735,Automotive Shop
3549,"[139.6123722246953,35.599275501207934]",7349,3549,Point,4bf58dd8d48988d1f6941735,Department Store
3550,"[139.73015069961548,35.66574293757328]",7350,3550,Point,4bf58dd8d48988d16a941735,Bakery
3551,"[139.658364,35.68365812301636]",7351,3551,Point,4bf58dd8d48988d10f951735,Drugstore / Pharmacy
3552,"[139.57813918590546,35.55492363232725]",7353,3552,Point,4bf58dd8d48988d1fd941735,Mall
3553,"[139.58583116203928,35.661189092190185]",7355,3553,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3554,"[139.72366209405408,35.58352734975583]",7356,3554,Point,4bf58dd8d48988d1f6941735,Department Store
3555,"[139.7713177846158,35.66820880667496]",7357,3555,Point,4bf58dd8d48988d10f951735,Drugstore / Pharmacy
3556,"[139.74745631217957,35.75110975353587]",7365,3556,Point,4bf58dd8d48988d1fc931735,Light Rail
3557,"[139.76351469755173,35.67490449321935]",7366,3557,Point,4bf58dd8d48988d147941735,Diner
3558,"[139.71503511525628,35.615672312773924]",7371,3558,Point,4bf58dd8d48988d1fd941735,Mall
3559,"[139.7107046842575,35.61213620461363]",7375,3559,Point,4bf58dd8d48988d12f941735,Library
3560,"[139.48026358233673,35.67121325425582]",7376,3560,Point,4bf58dd8d48988d1f6941735,Department Store
3561,"[139.7580885887146,35.66135844145681]",7377,3561,Point,4bf58dd8d48988d17c941735,Casino
3562,"[139.75132517636348,35.669188674644445]",7382,3562,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3563,"[139.7425660042094,35.69985050779003]",7387,3563,Point,4bf58dd8d48988d16d941735,Café
3564,"[139.6954090619849,35.691218184730516]",7393,3564,Point,4bf58dd8d48988d122951735,Electronics Store
3565,"[139.66999411582947,35.8479523083472]",7394,3565,Point,4bf58dd8d48988d114951735,Bookstore
3566,"[139.4796109199524,35.67248482907386]",7395,3566,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
3567,"[139.7054958343506,35.67225386224957]",7397,3567,Point,4bf58dd8d48988d12f941735,Library
3568,"[139.71197842133725,35.72757155273885]",7398,3568,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3569,"[139.54419046640396,35.65478560467636]",7400,3569,Point,4bf58dd8d48988d175941735,Gym / Fitness Center
3570,"[139.69891720810966,35.65871309039047]",7402,3570,Point,4bf58dd8d48988d129951735,Train Station
3571,"[139.71315622329712,35.63890046909202]",7415,3571,Point,4bf58dd8d48988d13b941735,School
3572,"[139.75521724,35.749253]",7416,3572,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3573,"[139.47174486736859,35.69613458768065]",7417,3573,Point,4bf58dd8d48988d163941735,Park
3574,"[139.88171123789644,35.65373430600203]",7421,3574,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3575,"[139.54968,35.68167]",7428,3575,Point,4bf58dd8d48988d122951735,Electronics Store
3576,"[139.70260441303253,35.69534070112324]",7429,3576,Point,4bf58dd8d48988d186941735,Food & Drink Shop
3577,"[139.70062494277954,35.66308437522319]",7431,3577,Point,4bf58dd8d48988d120941735,Bar
3578,"[139.752936065197,35.707098324779736]",7436,3578,Point,4bf58dd8d48988d182941735,Park
3579,"[139.69500303268433,35.530968952943454]",7437,3579,Point,5032792091d4c4b30a586d5c,Concert Hall
3580,"[139.74483417321423,35.649692821358784]",7451,3580,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3581,"[139.66905841919782,35.60720156180432]",7453,3581,Point,4bf58dd8d48988d162941735,Other Great Outdoors
3582,"[139.54016235397293,35.7280646121717]",7455,3582,Point,4bf58dd8d48988d1fd941735,Mall
3583,"[139.55740571022034,35.64984254480132]",7457,3583,Point,4bf58dd8d48988d114951735,Bookstore
3584,"[139.80088688764582,35.695867249797736]",7459,3584,Point,4bf58dd8d48988d1a7941735,College Academic Building
3585,"[139.70035403966904,35.65981117114024]",7460,3585,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3586,"[139.706136,35.669533]",7461,3586,Point,4bf58dd8d48988d103951735,Clothing Store
3587,"[139.714008,35.728228]",7463,3587,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3588,"[139.65463762356708,35.65724549093235]",7465,3588,Point,4bf58dd8d48988d12f941735,Library
3589,"[139.69633002292682,35.689358936954314]",7468,3589,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3590,"[139.64509516954422,35.55365143816956]",7473,3590,Point,4bf58dd8d48988d114951735,Bookstore
3591,"[139.71040964126587,35.64667777972539]",7475,3591,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3592,"[139.7123622894287,35.73169050127588]",7476,3592,Point,4bf58dd8d48988d10d951735,Record Shop
3593,"[139.54361379146576,35.65341910152201]",7483,3593,Point,4bf58dd8d48988d16d941735,Café
3594,"[139.50799550493372,35.60360329488217]",7485,3594,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
3595,"[139.7012490333333,35.689298533333336]",7487,3595,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
3596,"[139.542454,35.664222836494446]",7488,3596,Point,4bf58dd8d48988d1cc941735,Steakhouse
3597,"[139.7708237171173,35.70110210979409]",7496,3597,Point,4bf58dd8d48988d10f941735,Indian Restaurant
3598,"[139.7694591968615,35.70249035190324]",7499,3598,Point,4bf58dd8d48988d115951735,Bike Shop
3599,"[139.6498990058899,35.70585468631122]",7504,3599,Point,4bf58dd8d48988d162941735,Other Great Outdoors
3600,"[139.64910290193322,35.70476679768133]",7505,3600,Point,4bf58dd8d48988d1fd941735,Mall
3601,"[139.82583582401276,35.69826175466979]",7509,3601,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3602,"[139.77279044687748,35.70789437389523]",7510,3602,Point,4bf58dd8d48988d18e941735,Comedy Club
3603,"[139.70671657828925,35.83385434006878]",7512,3603,Point,4bf58dd8d48988d103951735,Clothing Store
3604,"[139.70681017643187,35.83308068773953]",7516,3604,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3605,"[139.70290181297264,35.6581853412536]",7520,3605,Point,4bf58dd8d48988d1df941735,Bridge
3606,"[139.77160558104515,35.69883571495492]",7521,3606,Point,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop
3607,"[139.6779317174961,35.701572257992375]",7527,3607,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3608,"[139.71671093321314,35.63401113445101]",7528,3608,Point,4bf58dd8d48988d1ed941735,Spa / Massage
3609,"[139.74265784025192,35.659824246789654]",7529,3609,Point,4d954b0ea243a5684a65b473,Convenience Store
3610,"[139.625319,35.613868]",7530,3610,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3611,"[139.77124214172363,35.70066865723368]",7531,3611,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3612,"[139.70130622386932,35.69522089425661]",7533,3612,Point,4bf58dd8d48988d120941735,Bar
3613,"[139.58062563818376,35.702578096905334]",7534,3613,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3614,"[139.56853687763214,35.65716548736645]",7539,3614,Point,4bf58dd8d48988d122951735,Electronics Store
3615,"[139.69839066267014,35.6585450022804]",7540,3615,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3616,"[139.70051229000092,35.65946194154495]",7541,3616,Point,4bf58dd8d48988d1f9931735,Road
3617,"[139.6025875210762,35.5437939769771]",7544,3617,Point,4d954b16a243a5684b65b473,Rest Area
3618,"[139.61441,35.635097]",7545,3618,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3619,"[139.71621716049393,35.63484703135443]",7547,3619,Point,4bf58dd8d48988d16d941735,Café
3620,"[139.70734119415283,35.833018986015624]",7548,3620,Point,4bf58dd8d48988d103951735,Clothing Store
3621,"[139.71570461527116,35.56012787691343]",7552,3621,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3622,"[139.79865432294005,35.69466967890268]",7553,3622,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3623,"[139.76254373788834,35.678607385143145]",7554,3623,Point,4bf58dd8d48988d1d0941735,Dessert Shop
3624,"[139.71126968543118,35.72875741059328]",7555,3624,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
3625,"[139.69828069210052,35.531457895469025]",7557,3625,Point,4bf58dd8d48988d16d941735,Café
3626,"[139.80219113,35.797336]",7564,3626,Point,4bf58dd8d48988d1d2941735,Sushi Restaurant
3627,"[139.70078587532043,35.53339617401865]",7566,3627,Point,4bf58dd8d48988d122951735,Electronics Store
3628,"[139.810793,35.784584200009704]",7567,3628,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3629,"[139.7830881178379,35.697564719546456]",7568,3629,Point,4bf58dd8d48988d108941735,Dumpling Restaurant
3630,"[139.82331454753876,35.74426783773878]",7570,3630,Point,4bf58dd8d48988d1f9931735,Road
3631,"[139.57945154523765,35.70452643825528]",7572,3631,Point,4bf58dd8d48988d10d951735,Record Shop
3632,"[139.70214091667174,35.687707136133554]",7573,3632,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
3633,"[139.67849135398865,35.6639821947036]",7574,3633,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3634,"[139.77238476276398,35.699141752811066]",7581,3634,Point,4bf58dd8d48988d11c941735,Bar
3635,"[139.7237241268158,35.56123411515429]",7586,3635,Point,4bf58dd8d48988d1f9941735,Food & Drink Shop
3636,"[139.47986841201782,35.67286178292706]",7587,3636,Point,4bf58dd8d48988d126951735,Video Store
3637,"[139.6986347436905,35.691713740776834]",7589,3637,Point,4bf58dd8d48988d1fe931735,Bus Station
3638,"[139.70345735549927,35.6715549656418]",7590,3638,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3639,"[139.521468,35.64131513]",7591,3639,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3640,"[139.650573,35.669286]",7592,3640,Point,4bf58dd8d48988d1d2941735,Sushi Restaurant
3641,"[139.71413388848305,35.576415314789216]",7596,3641,Point,4bf58dd8d48988d147941735,Diner
3642,"[139.72051620483398,35.74566761573895]",7598,3642,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3643,"[139.71346199512482,35.728994943755566]",7599,3643,Point,4bf58dd8d48988d103951735,Clothing Store
3644,"[139.64721,35.705191]",7600,3644,Point,4bf58dd8d48988d116941735,Bar
3645,"[139.47954654693604,35.67938302064493]",7602,3645,Point,4d954b0ea243a5684a65b473,Convenience Store
3646,"[139.88803204141857,35.6243440521841]",7605,3646,Point,4bf58dd8d48988d182941735,Park
3647,"[139.7138181819427,35.73131651370663]",7609,3647,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3648,"[139.73966047167778,35.733715375431224]",7614,3648,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3649,"[139.71053302288055,35.731821139871776]",7615,3649,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3650,"[139.70668606460094,35.715203823959364]",7617,3650,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3651,"[139.71520695144943,35.56208833193059]",7623,3651,Point,4bf58dd8d48988d1f6941735,Department Store
3652,"[139.66779470443726,35.673940340476015]",7627,3652,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3653,"[139.488513,35.716539]",7633,3653,Point,4d954b0ea243a5684a65b473,Convenience Store
3654,"[139.71859346378892,35.614736317695225]",7635,3654,Point,4bf58dd8d48988d160941735,Other Great Outdoors
3655,"[139.66810047626495,35.573277640896634]",7636,3655,Point,4d954b0ea243a5684a65b473,Convenience Store
3656,"[139.702746,35.72675983887166]",7640,3656,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3657,"[139.58070874214172,35.70212583261713]",7645,3657,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3658,"[139.71793591976166,35.609105147362044]",7651,3658,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3659,"[139.73540051328877,35.73557905487541]",7652,3659,Point,4bf58dd8d48988d13a941735,Temple
3660,"[139.7227213251293,35.7793189470997]",7655,3660,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3661,"[139.72337007522583,35.7792222623341]",7657,3661,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3662,"[139.7207710146904,35.77950079132052]",7658,3662,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3663,"[139.72485065460205,35.687707555042934]",7659,3663,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3664,"[139.71022119874192,35.64856221171569]",7662,3664,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3665,"[139.70914363861084,35.646592773975826]",7663,3665,Point,4bf58dd8d48988d16d941735,Café
3666,"[139.6863341249109,35.778298121640006]",7664,3666,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3667,"[139.52285885810852,35.66094438614115]",7665,3667,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3668,"[139.55784022808075,35.56294039135789]",7667,3668,Point,4bf58dd8d48988d12b951735,Bus Station
3669,"[139.686552,35.680481]",7670,3669,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3670,"[139.62533818053004,35.72341493515111]",7671,3670,Point,4bf58dd8d48988d176941735,Gym / Fitness Center
3671,"[139.71433639526367,35.691016648420515]",7672,3671,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3672,"[139.77592863234182,35.71245048148083]",7673,3672,Point,4bf58dd8d48988d1fd931735,Subway
3673,"[139.87104177474976,35.76867878752855]",7674,3673,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3674,"[139.77750778198242,35.71369516481194]",7675,3674,Point,4bf58dd8d48988d129951735,Train Station
3675,"[139.7921848297119,35.68752238118]",7677,3675,Point,4bf58dd8d48988d1df941735,Bridge
3676,"[139.57992213738646,35.70383213502405]",7678,3676,Point,4bf58dd8d48988d10a951735,Bank
3677,"[139.70610201358795,35.65986347372506]",7679,3677,Point,4bf58dd8d48988d16d941735,Café
3678,"[139.7575268513905,35.654178848325195]",7680,3678,Point,4bf58dd8d48988d129951735,Train Station
3679,"[139.71855282783508,35.801072942212585]",7682,3679,Point,4bf58dd8d48988d1b1941735,College Academic Building
3680,"[139.77995932102203,35.71261061125137]",7685,3680,Point,4bf58dd8d48988d129941735,Government Building
3681,"[139.69326376980345,35.52427017648774]",7686,3681,Point,4bf58dd8d48988d12e941735,Government Building
3682,"[139.7139796614647,35.807553234105065]",7691,3682,Point,4bf58dd8d48988d1fd941735,Mall
3683,"[139.7771805524826,35.711412793983136]",7694,3683,Point,4bf58dd8d48988d1fd931735,Subway
3684,"[139.71129208803177,35.68090158854698]",7697,3684,Point,4bf58dd8d48988d16d941735,Café
3685,"[139.73112692072286,35.665405770302165]",7698,3685,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3686,"[139.71009716391563,35.73176126387526]",7700,3686,Point,4bf58dd8d48988d18e941735,Comedy Club
3687,"[139.64691638946533,35.55334375181653]",7701,3687,Point,4bf58dd8d48988d114951735,Bookstore
3688,"[139.6920096874237,35.693299603191086]",7704,3688,Point,4bf58dd8d48988d196941735,Medical Center
3689,"[139.70210398465645,35.690796389924074]",7705,3689,Point,4bf58dd8d48988d16d941735,Café
3690,"[139.71961230039597,35.6149054874566]",7707,3690,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3691,"[139.69987124204636,35.660837603106216]",7715,3691,Point,4bf58dd8d48988d110941735,Italian Restaurant
3692,"[139.74750753813353,35.64041260984325]",7717,3692,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3693,"[139.6869993209839,35.6827098885223]",7718,3693,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3694,"[139.68420580029488,35.68335476631043]",7719,3694,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3695,"[139.7033715248108,35.52944098834663]",7722,3695,Point,4bf58dd8d48988d10f941735,Indian Restaurant
3696,"[139.686835,35.679756]",7725,3696,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
3697,"[139.76508734675863,35.68113968351437]",7728,3697,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3698,"[139.54080283641815,35.650596664538284]",7736,3698,Point,4bf58dd8d48988d129941735,Government Building
3699,"[139.70709711313248,35.71201932734066]",7741,3699,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3700,"[139.667186,35.673188]",7744,3700,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3701,"[139.65520977973938,35.56374333229521]",7759,3701,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3702,"[139.73044112631987,35.665579254869215]",7762,3702,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3703,"[139.7211652994156,35.73090231053411]",7767,3703,Point,4d954b0ea243a5684a65b473,Convenience Store
3704,"[139.69983100891113,35.68943509754662]",7769,3704,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3705,"[139.7603040933609,35.66287081473424]",7773,3705,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3706,"[139.87641960382462,35.627935093533246]",7774,3706,Point,4bf58dd8d48988d129951735,Train Station
3707,"[139.7886349260807,35.685459297423975]",7777,3707,Point,4bf58dd8d48988d110941735,Italian Restaurant
3708,"[139.70520079135895,35.690866337082724]",7778,3708,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3709,"[139.68669891357422,35.65948427920908]",7784,3709,Point,4bf58dd8d48988d1a7941735,College Academic Building
3710,"[139.74468314299295,35.69935483317103]",7788,3710,Point,4bf58dd8d48988d1c4941735,Restaurant
3711,"[139.69870448112488,35.692558957086895]",7789,3711,Point,4bf58dd8d48988d110941735,Italian Restaurant
3712,"[139.795479,35.67387878894806]",7790,3712,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3713,"[139.80137944221497,35.71068973920998]",7791,3713,Point,4bf58dd8d48988d126941735,Government Building
3714,"[139.54310148954391,35.65334717965574]",7793,3714,Point,4bf58dd8d48988d111941735,Japanese Restaurant
3715,"[139.797034,35.653911]",7797,3715,Point,4bf58dd8d48988d1c4941735,Restaurant
3716,"[139.7552990913391,35.65756103791841]",7798,3716,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3717,"[139.71712924540043,35.674581476111804]",7799,3717,Point,4bf58dd8d48988d18c941735,Stadium
3718,"[139.73126649856567,35.67422359559759]",7800,3718,Point,4bf58dd8d48988d130941735,Building
3719,"[139.70435857772827,35.659844]",7802,3719,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3720,"[139.76067423820496,35.66556860832808]",7804,3720,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3721,"[139.77741751733802,35.62911786259188]",7805,3721,Point,4bf58dd8d48988d110941735,Italian Restaurant
3722,"[139.88143801689148,35.63030269558466]",7811,3722,Point,4bf58dd8d48988d182941735,Park
3723,"[139.72470045089722,35.62615171530387]",7812,3723,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3724,"[139.79260535020993,35.65563690199023]",7813,3724,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3725,"[139.74046647548676,35.67337818502668]",7816,3725,Point,4bf58dd8d48988d147941735,Diner
3726,"[139.79476913636364,35.72247964272727]",7817,3726,Point,4d954b0ea243a5684a65b473,Convenience Store
3727,"[139.7045657356906,35.713226231142535]",7818,3727,Point,4bf58dd8d48988d16d941735,Café
3728,"[139.74204897880554,35.62539300443562]",7825,3728,Point,4bf58dd8d48988d124941735,Office
3729,"[139.69826102490998,35.691106987133296]",7826,3729,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3730,"[139.55798506736755,35.80191699809086]",7827,3730,Point,4bf58dd8d48988d122951735,Electronics Store
3731,"[139.76883754134178,35.67959109012204]",7828,3731,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
3732,"[139.78569120168686,35.68917912734252]",7829,3732,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3733,"[139.70318645238876,35.67167099488655]",7830,3733,Point,4d954b0ea243a5684a65b473,Convenience Store
3734,"[139.7777384519577,35.62694530172658]",7831,3734,Point,4bf58dd8d48988d145941735,Chinese Restaurant
3735,"[139.7240132649352,35.65656681413486]",7834,3735,Point,4bf58dd8d48988d163941735,Park
3736,"[139.70375776290894,35.67154570508449]",7835,3736,Point,4bf58dd8d48988d1ff941735,Miscellaneous Shop
3737,"[139.76385533809662,35.674890330607965]",7836,3737,Point,4bf58dd8d48988d114951735,Bookstore
3738,"[139.55843567848206,35.64937612036025]",7837,3738,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3739,"[139.74735975265503,35.64693933531064]",7842,3739,Point,4bf58dd8d48988d1fd931735,Subway
3740,"[139.70983028411865,35.72892091261731]",7843,3740,Point,4bf58dd8d48988d10d951735,Record Shop
3741,"[139.6591740846634,35.575014202872325]",7845,3741,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3742,"[139.739184,35.624261]",7846,3742,Point,4bf58dd8d48988d1df941735,Bridge
3743,"[139.77043211460114,35.69880413091005]",7848,3743,Point,4bf58dd8d48988d122951735,Electronics Store
3744,"[139.79236721992493,35.655892738412575]",7851,3744,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3745,"[139.69515323638916,35.53312676355459]",7852,3745,Point,4bf58dd8d48988d103951735,Clothing Store
3746,"[139.79210680181328,35.655828544041555]",7855,3746,Point,4bf58dd8d48988d127951735,Arts & Crafts Store
3747,"[139.69707369804382,35.5323048067217]",7858,3747,Point,4bf58dd8d48988d1fe931735,Bus Station
3748,"[139.7123944759369,35.731646955029646]",7860,3748,Point,4bf58dd8d48988d1fe941735,Music Store
3749,"[139.701277,35.69807699635048]",7862,3749,Point,4bf58dd8d48988d1e5931735,Music Venue
3750,"[139.729454,35.660452]",7863,3750,Point,4bf58dd8d48988d12d941735,Government Building
3751,"[139.7762605547905,35.69617280930353]",7864,3751,Point,4bf58dd8d48988d1df931735,BBQ Joint
3752,"[139.7484358587106,35.61059449947809]",7866,3752,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3753,"[139.7704575875664,35.69989470195845]",7868,3753,Point,4bf58dd8d48988d1c4941735,Restaurant
3754,"[139.55868737959162,35.576891951037716]",7875,3754,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3755,"[139.6498078107834,35.70321488502044]",7881,3755,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3756,"[139.7228041291237,35.623265087267484]",7885,3756,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3757,"[139.71364974975586,35.60542847343107]",7891,3757,Point,4bf58dd8d48988d1fd931735,Subway
3758,"[139.65653645,35.631112]",7895,3758,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3759,"[139.63656926640408,35.70526903132956]",7900,3759,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3760,"[139.62595224380493,35.62701942752865]",7902,3760,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3761,"[139.72223281860352,35.62541916699922]",7903,3761,Point,4bf58dd8d48988d16d941735,Café
3762,"[139.79729309678078,35.710583022739165]",7905,3762,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3763,"[139.6824114024639,35.72811854130756]",7912,3763,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3764,"[139.69514787197113,35.71585116118837]",7914,3764,Point,4bf58dd8d48988d129951735,Train Station
3765,"[139.70038890838623,35.668994108244235]",7917,3765,Point,4bf58dd8d48988d163941735,Park
3766,"[139.55384373664856,35.56833826887401]",7918,3766,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3767,"[139.76636052131653,35.68295607559028]",7922,3767,Point,4bf58dd8d48988d1fe931735,Bus Station
3768,"[139.60356652736664,35.72511910343599]",7923,3768,Point,4bf58dd8d48988d129951735,Train Station
3769,"[139.58916058189536,35.637446913098515]",7927,3769,Point,4bf58dd8d48988d176941735,Gym / Fitness Center
3770,"[139.5220562395557,35.70980968810447]",7928,3770,Point,4bf58dd8d48988d1ae941735,University
3771,"[139.74413923781682,35.61290559538489]",7929,3771,Point,4bf58dd8d48988d118951735,Food & Drink Shop
3772,"[139.697035,35.66052205]",7930,3772,Point,4bf58dd8d48988d1c5941735,Sandwich Place
3773,"[139.54418241977692,35.650801539768835]",7931,3773,Point,4d954b0ea243a5684a65b473,Convenience Store
3774,"[139.76405876430738,35.666255492469816]",7932,3774,Point,4d954b0ea243a5684a65b473,Convenience Store
3775,"[139.70423427087763,35.63774760808399]",7933,3775,Point,4bf58dd8d48988d12e941735,Government Building
3776,"[139.71322356,35.72592397]",7935,3776,Point,4d954b0ea243a5684a65b473,Convenience Store
3777,"[139.69704600347282,35.66441229649341]",7939,3777,Point,4bf58dd8d48988d126941735,Government Building
3778,"[139.5428628,35.65203078]",7942,3778,Point,4d954b0ea243a5684a65b473,Convenience Store
3779,"[139.71116065979004,35.730227334361864]",7947,3779,Point,4bf58dd8d48988d129951735,Train Station
3780,"[139.69884962147037,35.692111131573]",7950,3780,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3781,"[139.70363438129425,35.65728753072095]",7952,3781,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3782,"[139.77493011963355,35.69945420215259]",7954,3782,Point,4bf58dd8d48988d16b941735,Brazilian Restaurant
3783,"[139.574411,35.544712]",7958,3783,Point,4bf58dd8d48988d1c4941735,Restaurant
3784,"[139.765206,35.717957]",7960,3784,Point,4bf58dd8d48988d1f9941735,Food & Drink Shop
3785,"[139.71058666706085,35.67877297088322]",7963,3785,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3786,"[139.50817839996824,35.6042474594696]",7965,3786,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3787,"[139.68706622204326,35.68299465547505]",7969,3787,Point,4d954b0ea243a5684a65b473,Convenience Store
3788,"[139.734148,35.66274151]",7972,3788,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3789,"[139.75324118973987,35.69988168470781]",7974,3789,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3790,"[139.726124,35.671715]",7977,3790,Point,4bf58dd8d48988d10f941735,Indian Restaurant
3791,"[139.721058011055,35.77933759086092]",7983,3791,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3792,"[139.76274462425715,35.67764686423426]",7985,3792,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3793,"[139.61927890777588,35.80072052447541]",7986,3793,Point,4d954b16a243a5684b65b473,Rest Area
3794,"[139.77203339338303,35.7012393329779]",7987,3794,Point,4bf58dd8d48988d1e1931735,Arcade
3795,"[139.77163277,35.69206]",7989,3795,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3796,"[139.89183999999997,35.65189274]",7993,3796,Point,4bf58dd8d48988d16c941735,Burger Joint
3797,"[139.6867659687996,35.69101446999737]",7994,3797,Point,4bf58dd8d48988d16e941735,Fast Food Restaurant
3798,"[139.62955176830292,35.76391]",7996,3798,Point,4bf58dd8d48988d175941735,Gym / Fitness Center
3799,"[139.716026,35.732601]",7998,3799,Point,4bf58dd8d48988d1d1941735,Ramen /  Noodle House
3800,"[139.73225939773468,35.66315290112434]",8000,3800,Point,4bf58dd8d48988d1df931735,BBQ Joint
3801,"[139.70252394676208,35.67067629738875]",8005,3801,Point,4bf58dd8d48988d129951735,Train Station
3802,"[139.6980781853199,35.69377230607953]",8006,3802,Point,4bf58dd8d48988d10f941735,Indian Restaurant
3803,"[139.735801,35.68837]",8008,3803,Point,4bf58dd8d48988d1e0931735,Coffee Shop
3804,"[139.78705644607544,35.678668390455776]",8010,3804,Point,4bf58dd8d48988d124941735,Office
3805,"[139.69713389,35.60361333333333]",8011,3805,Point,4bf58dd8d48988d118951735,Food & Drink Shop
