,coordinates,geo_id,geo_id_washed,poi_country,poi_id,poi_type,traffic_type,type
5238,"[-73.965093, 40.806479]",6631,5238,US,4a886be4f964a5205d0620e3,Cuban Restaurant,poi,Point
5239,"[-73.95421, 40.774643]",6635,5239,US,4a887a70f964a520970620e3,Coffee Shop,poi,Point
5240,"[-73.945594, 40.745082]",6636,5240,US,4a887bc4f964a5209d0620e3,Art Gallery,poi,Point
5241,"[-73.989828, 40.738949]",6639,5241,US,4a888403f964a520bb0620e3,Gym / Fitness Center,poi,Point
5242,"[-73.950933, 40.729671]",6640,5242,US,4a8887baf964a520c60620e3,Grocery Store,poi,Point
5243,"[-73.891168, 40.852741]",6642,5243,US,4a88980cf964a5200d0720e3,Hospital,poi,Point
5244,"[-73.958073, 40.760326]",6644,5244,US,4a889b61f964a520180720e3,Medical Center,poi,Point
5245,"[-73.98556, 40.745519]",6646,5245,US,4a88a3a1f964a520420720e3,Middle Eastern Restaurant,poi,Point
5246,"[-74.002162, 40.733701]",6647,5246,US,4a88aba0f964a5205a0720e3,Spa / Massage,poi,Point
5247,"[-73.988498, 40.758801]",6650,5247,US,4a88af3ef964a520600720e3,Hotel,poi,Point
5248,"[-73.945394, 40.80802]",6651,5248,US,4a88b008f964a520610720e3,French Restaurant,poi,Point
5249,"[-73.99975, 40.725237]",6655,5249,US,4a894957f964a520d80720e3,Caf�,poi,Point
5250,"[-74.008578, 40.707527]",6656,5250,US,4a894fedf964a520dc0720e3,Deli / Bodega,poi,Point
5251,"[-74.001621, 40.714167]",6657,5251,US,4a8951caf964a520df0720e3,Courthouse,poi,Point
5252,"[-73.957608, 40.718026]",6658,5252,US,4a895649f964a520e60720e3,Pizza Place,poi,Point
5253,"[-73.997772, 40.724266]",6660,5253,US,4a8969edf964a520fb0720e3,Lingerie Store,poi,Point
5254,"[-73.939429, 40.841799]",6661,5254,US,4a896c3cf964a520000820e3,Diner,poi,Point
5255,"[-74.021115, 40.646717]",6662,5255,US,4a896d11f964a520020820e3,Hospital,poi,Point
5256,"[-73.999867, 40.71537]",6663,5256,US,4a8977f0f964a520130820e3,Dumpling Restaurant,poi,Point
5257,"[-73.95405, 40.787276]",6664,5257,US,4a897cb1f964a5201f0820e3,Diner,poi,Point
5258,"[-73.996626, 40.741295]",6666,5258,US,4a898ce8f964a5205f0820e3,Thai Restaurant,poi,Point
5259,"[-73.98467, 40.75008]",6667,5259,US,4a898dc3f964a520620820e3,Sushi Restaurant,poi,Point
5260,"[-73.975825, 40.757051]",6668,5260,US,4a898fe8f964a520670820e3,American Restaurant,poi,Point
5261,"[-73.941879, 40.721591]",6671,5261,US,4a8995a1f964a5207b0820e3,Diner,poi,Point
5262,"[-73.981927, 40.759057]",6673,5262,US,4a899bccf964a520860820e3,Office,poi,Point
5263,"[-73.96761, 40.763374]",6675,5263,US,4a89ad04f964a520a70820e3,Sushi Restaurant,poi,Point
5264,"[-73.969823, 40.757503]",6678,5264,US,4a89c289f964a520ed0820e3,Drugstore / Pharmacy,poi,Point
5265,"[-73.981333, 40.778787]",6680,5265,US,4a89cb6af964a520030920e3,Diner,poi,Point
5266,"[-73.988142, 40.728843]",6681,5266,US,4a89cd2ff964a520100920e3,Pizza Place,poi,Point
5267,"[-73.955144, 40.779258]",6682,5267,US,4a89d016f964a520150920e3,Clothing Store,poi,Point
5268,"[-73.960092, 40.688628]",6685,5268,US,4a89e5b2f964a520490920e3,Salon / Barbershop,poi,Point
5269,"[-74.005967, 40.70646]",6688,5269,US,4a89efeef964a520660920e3,Gym,poi,Point
5270,"[-73.964089, 40.71075]",6689,5270,US,4a89f091f964a5206b0920e3,Gym,poi,Point
5271,"[-73.958952, 40.716743]",6691,5271,US,4a89f867f964a5208e0920e3,Record Shop,poi,Point
5272,"[-73.978087, 40.748396]",6692,5272,US,4a89f883f964a5208f0920e3,Burger Joint,poi,Point
5273,"[-73.932162, 40.857243]",6693,5273,US,4a89fe91f964a5209b0920e3,Wine Bar,poi,Point
5274,"[-73.975952, 40.651692]",6694,5274,US,4a8a0400f964a520a90920e3,Wine Shop,poi,Point
5275,"[-74.004033, 40.733022]",6695,5275,US,4a8a0db0f964a520c50920e3,Record Shop,poi,Point
5276,"[-73.985233, 40.745971]",6696,5276,US,4a8a13b8f964a520d20920e3,Hotel,poi,Point
5277,"[-73.98521, 40.733969]",6697,5277,US,4a8a363bf964a5200a0a20e3,High School,poi,Point
5278,"[-74.010517, 40.709647]",6698,5278,US,4a8a998af964a5202b0a20e3,Coffee Shop,poi,Point
5279,"[-73.985606, 40.755741]",6699,5279,US,4a8ab27cf964a520390a20e3,Building,poi,Point
5280,"[-73.975551, 40.749789]",6700,5280,US,4a8ab36af964a5203a0a20e3,Gym / Fitness Center,poi,Point
5281,"[-73.845806, 40.851443]",6702,5281,US,4a8ac301f964a520500a20e3,College Science Building,poi,Point
5282,"[-73.993478, 40.751841]",6704,5282,US,4a8ac952f964a520590a20e3,Bus Station,poi,Point
5283,"[-74.010253, 40.71912]",6708,5283,US,4a8ad2e9f964a520840a20e3,Italian Restaurant,poi,Point
5284,"[-73.990208, 40.750677]",6709,5284,US,4a8ad9abf964a5209b0a20e3,Steakhouse,poi,Point
5285,"[-73.858993, 40.679371]",6710,5285,US,4a8ae0bff964a520b30a20e3,Subway,poi,Point
5286,"[-73.990983, 40.745463]",6712,5286,US,4a8ae51ef964a520c10a20e3,Coffee Shop,poi,Point
5287,"[-73.977878, 40.752963]",6713,5287,US,4a8ae936f964a520ce0a20e3,Bookstore,poi,Point
5288,"[-73.9955, 40.72593]",6714,5288,US,4a8aea83f964a520d70a20e3,Coworking Space,poi,Point
5289,"[-73.987566, 40.748175]",6716,5289,US,4a8aeb9ff964a520e20a20e3,Caf��,poi,Point
5290,"[-73.987178, 40.750531]",6717,5290,US,4a8aef33f964a520ed0a20e3,Deli / Bodega,poi,Point
5291,"[-73.977542, 40.757922]",6719,5291,US,4a8b008cf964a520250b20e3,Toy / Game Store,poi,Point
5292,"[-74.0044, 40.72634]",6721,5292,US,4a8b0693f964a520350b20e3,Indie Theater,poi,Point
5293,"[-73.960737, 40.778227]",6723,5293,US,4a8b12c1f964a5205f0b20e3,Diner,poi,Point
5294,"[-73.976865, 40.760444]",6724,5294,US,4a8b247bf964a5208e0b20e3,Office,poi,Point
5295,"[-73.988252, 40.723502]",6725,5295,US,4a8b2b84f964a520a20b20e3,Salon / Barbershop,poi,Point
5296,"[-73.989686, 40.762621]",6726,5296,US,4a8b2c00f964a520a40b20e3,Thai Restaurant,poi,Point
5297,"[-73.973538, 40.678552]",6727,5297,US,4a8b2f93f964a520b40b20e3,Juice Bar,poi,Point
5298,"[-73.99323, 40.661602]",6731,5298,US,4a8b40c3f964a520f00b20e3,Pizza Place,poi,Point
5299,"[-73.980188, 40.676303]",6732,5299,US,4a8b491cf964a520080c20e3,Ice Cream Shop,poi,Point
5300,"[-73.968342, 40.753662]",6733,5300,US,4a8b4bc5f964a520180c20e3,Sushi Restaurant,poi,Point
5301,"[-73.989583, 40.760654]",6735,5301,US,4a8b4d1bf964a5201d0c20e3,Sushi Restaurant,poi,Point
5302,"[-74.01, 40.73308]",6736,5302,US,4a8b851bf964a520940c20e3,Seafood Restaurant,poi,Point
5303,"[-73.98541, 40.758423]",6737,5303,US,4a8b8592f964a520960c20e3,Lounge,poi,Point
5304,"[-73.990553, 40.68654]",6738,5304,US,4a8b8ccbf964a520a30c20e3,Diner,poi,Point
5305,"[-73.872843, 40.776317]",6741,5305,US,4a8bc5d3f964a520ba0c20e3,Bakery,poi,Point
5306,"[-73.990036, 40.752698]",6743,5306,US,4a8c017df964a520dc0c20e3,Office,poi,Point
5307,"[-73.874707, 40.833062]",6746,5307,US,4a8c0960f964a520e50c20e3,Martial Arts Dojo,poi,Point
5308,"[-73.980257, 40.751388]",6747,5308,US,4a8c242ff964a5200c0d20e3,Mexican Restaurant,poi,Point
5309,"[-73.987649, 40.752097]",6749,5309,US,4a8c2df1f964a5202b0d20e3,Drugstore / Pharmacy,poi,Point
5310,"[-73.979788, 40.753499]",6750,5310,US,4a8c31aef964a520410d20e3,Pizza Place,poi,Point
5311,"[-73.988642, 40.753726]",6752,5311,US,4a8c37ddf964a520540d20e3,Coffee Shop,poi,Point
5312,"[-73.998864, 40.741559]",6753,5312,US,4a8c3a9ef964a5205c0d20e3,Post Office,poi,Point
5313,"[-74.01088, 40.716802]",6755,5313,US,4a8c4baef964a520960d20e3,Farmers Market,poi,Point
5314,"[-73.984087, 40.725289]",6756,5314,US,4a8c4cf5f964a5209b0d20e3,Juice Bar,poi,Point
5315,"[-73.991511, 40.735336]",6757,5315,US,4a8c5349f964a520a90d20e3,Clothing Store,poi,Point
5316,"[-74.005955, 40.713982]",6760,5316,US,4a8c6b5af964a520ed0d20e3,Sporting Goods Shop,poi,Point
5317,"[-73.994834, 40.740119]",6763,5317,US,4a8c76eef964a5201e0e20e3,Department Store,poi,Point
5318,"[-73.980096, 40.780326]",6764,5318,US,4a8c835ef964a5204e0e20e3,Italian Restaurant,poi,Point
5319,"[-73.995839, 40.739455]",6765,5319,US,4a8c84daf964a520530e20e3,Italian Restaurant,poi,Point
5320,"[-73.988193, 40.727816]",6766,5320,US,4a8c8646f964a520590e20e3,Bakery,poi,Point
5321,"[-73.953097, 40.780095]",6770,5321,US,4a8c8cf0f964a520780e20e3,Pizza Place,poi,Point
5322,"[-73.990467, 40.759852]",6771,5322,US,4a8c8f46f964a520820e20e3,Indie Theater,poi,Point
5323,"[-73.993669, 40.750814]",6774,5323,US,4a8ca0bef964a520ba0e20e3,Pizza Place,poi,Point
5324,"[-74.007901, 40.709894]",6775,5324,US,4a8ca54ff964a520c80e20e3,Diner,poi,Point
5325,"[-73.99104, 40.733162]",6779,5325,US,4a8cc1d4f964a520130f20e3,Bookstore,poi,Point
5326,"[-73.974185, 40.785842]",6780,5326,US,4a8d45a9f964a520640f20e3,High School,poi,Point
5327,"[-73.959017, 40.784181]",6781,5327,US,4a8d4689f964a520650f20e3,Other Great Outdoors,poi,Point
5328,"[-73.95731, 40.718225]",6782,5328,US,4a8d4bf1f964a5206d0f20e3,Bakery,poi,Point
5329,"[-74.010644, 40.707076]",6785,5329,US,4a8d57e7f964a5207c0f20e3,Road,poi,Point
5330,"[-73.978637, 40.758756]",6788,5330,US,4a8d744ef964a520b20f20e3,Seafood Restaurant,poi,Point
5331,"[-73.990884, 40.70252]",6791,5331,US,4a8d837af964a520d90f20e3,Deli / Bodega,poi,Point
5332,"[-73.994472, 40.721979]",6792,5332,US,4a8d8607f964a520e10f20e3,Cosmetics Shop,poi,Point
5333,"[-74.005558, 40.727161]",6793,5333,US,4a8d86a6f964a520e20f20e3,Pizza Place,poi,Point
5334,"[-73.941496, 40.701735]",6795,5334,US,4a8d90c6f964a520121020e3,Post Office,poi,Point
5335,"[-73.991775, 40.590638]",6797,5335,US,4a8d97e5f964a520281020e3,Italian Restaurant,poi,Point
5336,"[-73.998639, 40.716546]",6798,5336,US,4a8d9afef964a520351020e3,Ramen /  Noodle House,poi,Point
5337,"[-73.996954, 40.724902]",6799,5337,US,4a8da64ef964a520661020e3,General College & University,poi,Point
5338,"[-73.993963, 40.735468]",6800,5338,US,4a8db407f964a5208f1020e3,Snack Place,poi,Point
5339,"[-73.947845, 40.80969]",6801,5339,US,4a8dbc0df964a520aa1020e3,Bowling Alley,poi,Point
5340,"[-73.988642, 40.734041]",6803,5340,US,4a8dbcc7f964a520af1020e3,Electronics Store,poi,Point
5341,"[-73.996953, 40.73719]",6804,5341,US,4a8dbe77f964a520b31020e3,Ice Cream Shop,poi,Point
5342,"[-73.831944, 40.714671]",6805,5342,US,4a8dc130f964a520b81020e3,Coffee Shop,poi,Point
5343,"[-73.980423, 40.68852]",6806,5343,US,4a8dc14cf964a520b91020e3,Government Building,poi,Point
5344,"[-73.980829, 40.759042]",6807,5344,US,4a8dc5e3f964a520cf1020e3,Shoe Store,poi,Point
5345,"[-73.775403, 40.645879]",6809,5345,US,4a8dca66f964a520df1020e3,Sushi Restaurant,poi,Point
5346,"[-73.999347, 40.739015]",6810,5346,US,4a8dcb34f964a520e51020e3,Diner,poi,Point
5347,"[-73.908888, 40.763375]",6813,5347,US,4a8dd44cf964a520031120e3,Pizza Place,poi,Point
5348,"[-73.980308, 40.78321]",6815,5348,US,4a8dd484f964a520081120e3,Diner,poi,Point
5349,"[-74.003195, 40.762096]",6816,5349,US,4a8dd653f964a520121120e3,Pier,poi,Point
5350,"[-73.994088, 40.746562]",6817,5350,US,4a8ddef7f964a520331120e3,Museum,poi,Point
5351,"[-73.944779, 40.748759]",6818,5351,US,4a8de360f964a520471120e3,Indie Theater,poi,Point
5352,"[-73.97477, 40.752994]",6820,5352,US,4a8df0c5f964a5207e1120e3,Coffee Shop,poi,Point
5353,"[-73.95523, 40.722405]",6822,5353,US,4a8e031cf964a520be1120e3,Bar,poi,Point
5354,"[-73.909283, 40.775199]",6823,5354,US,4a8e20edf964a520131220e3,Greek Restaurant,poi,Point
5355,"[-73.953677, 40.775322]",6827,5355,US,4a8e9eb2f964a5206b1220e3,Sushi Restaurant,poi,Point
5356,"[-73.971416, 40.762118]",6828,5356,US,4a8eb444f964a5207e1220e3,Hotel,poi,Point
5357,"[-73.98273, 40.76566]",6832,5357,US,4a8ebed0f964a5208c1220e3,Office,poi,Point
5358,"[-73.998254, 40.724972]",6833,5358,US,4a8ec8b8f964a520a11220e3,Spa / Massage,poi,Point
5359,"[-73.989451, 40.769302]",6835,5359,US,4a8ecbdcf964a520ac1220e3,Office,poi,Point
5360,"[-74.206695, 40.542709]",6838,5360,US,4a8ed3e6f964a520ce1220e3,Diner,poi,Point
5361,"[-73.973972, 40.758056]",6842,5361,US,4a8ee276f964a520041320e3,Salad Place,poi,Point
5362,"[-74.000819, 40.736022]",6845,5362,US,4a8eef1ef964a5203b1320e3,Latin American Restaurant,poi,Point
5363,"[-73.98552, 40.762937]",6846,5363,US,4a8efd30f964a5207b1320e3,Mexican Restaurant,poi,Point
5364,"[-73.975929, 40.752277]",6849,5364,US,4a8f123bf964a520d21320e3,Liquor Store,poi,Point
5365,"[-73.965793, 40.762852]",6853,5365,US,4a8f1d7ef964a520041420e3,Italian Restaurant,poi,Point
5366,"[-74.002834, 40.685017]",6854,5366,US,4a8f20ecf964a520101420e3,Mediterranean Restaurant,poi,Point
5367,"[-73.969289, 40.765833]",6855,5367,US,4a8f2259f964a520171420e3,Lounge,poi,Point
5368,"[-74.007992, 40.71658]",6856,5368,US,4a8f2f39f964a520471420e3,Sushi Restaurant,poi,Point
5369,"[-73.977149, 40.762699]",6858,5369,US,4a8f3118f964a520541420e3,French Restaurant,poi,Point
5370,"[-73.991602, 40.729837]",6865,5370,US,4a8f7ba5f964a520601520e3,Drugstore / Pharmacy,poi,Point
5371,"[-73.920623, 40.869272]",6867,5371,US,4a8fee46f964a520a81520e3,Farmers Market,poi,Point
5372,"[-73.916271, 40.869465]",6868,5372,US,4a8fef51f964a520ad1520e3,Spanish Restaurant,poi,Point
5373,"[-73.929883, 40.822072]",6869,5373,US,4a8ff024f964a520ae1520e3,Miscellaneous Shop,poi,Point
5374,"[-74.000633, 40.762539]",6870,5374,US,4a900245f964a520c71520e3,Home (private),poi,Point
5375,"[-73.912264, 40.775876]",6873,5375,US,4a90250af964a520341620e3,Middle Eastern Restaurant,poi,Point
5376,"[-73.921629, 40.766886]",6874,5376,US,4a90286ef964a520451620e3,Diner,poi,Point
5377,"[-73.929481, 40.704982]",6875,5377,US,4a902908f964a520481620e3,Thrift / Vintage Store,poi,Point
5378,"[-74.011344, 40.715381]",6876,5378,US,4a9029d5f964a5204c1620e3,Indian Restaurant,poi,Point
5379,"[-73.982874, 40.767614]",6879,5379,US,4a902fa5f964a520671620e3,Coffee Shop,poi,Point
5380,"[-73.929126, 40.704495]",6880,5380,US,4a90304af964a5206c1620e3,Taco Place,poi,Point
5381,"[-73.997385, 40.718022]",6882,5381,US,4a903361f964a5207f1620e3,Salon / Barbershop,poi,Point
5382,"[-73.869469, 40.70922]",6883,5382,US,4a9037aaf964a520991620e3,American Restaurant,poi,Point
5383,"[-73.958637, 40.780707]",6884,5383,US,4a9037cef964a5209a1620e3,French Restaurant,poi,Point
5384,"[-73.988901, 40.72331]",6885,5384,US,4a90382cf964a5209d1620e3,Park,poi,Point
5385,"[-73.987083, 40.66853]",6886,5385,US,4a903a05f964a520aa1620e3,Drugstore / Pharmacy,poi,Point
5386,"[-73.953286, 40.74526]",6889,5386,US,4a903faef964a520ca1620e3,Spanish Restaurant,poi,Point
5387,"[-73.943023, 40.700455]",6891,5387,US,4a90405bf964a520d21620e3,Hospital,poi,Point
5388,"[-73.977084, 40.684088]",6893,5388,US,4a904448f964a520e91620e3,Sporting Goods Shop,poi,Point
5389,"[-74.000487, 40.747407]",6896,5389,US,4a904b07f964a5201f1720e3,Salon / Barbershop,poi,Point
5390,"[-73.828254, 40.760293]",6899,5390,US,4a904f3af964a520351720e3,Department Store,poi,Point
5391,"[-73.958234, 40.778858]",6902,5391,US,4a9055a2f964a5205a1720e3,Church,poi,Point
5392,"[-73.769138, 40.731389]",6903,5392,US,4a905843f964a520681720e3,Park,poi,Point
5393,"[-73.978231, 40.778064]",6906,5393,US,4a905a5bf964a520721720e3,Coffee Shop,poi,Point
5394,"[-73.965014, 40.710444]",6907,5394,US,4a905de3f964a520881720e3,Butcher,poi,Point
5395,"[-73.97584, 40.683713]",6909,5395,US,4a906e05f964a520cf1720e3,Clothing Store,poi,Point
5396,"[-73.978525, 40.754376]",6911,5396,US,4a9073c0f964a520f31720e3,Men's Store,poi,Point
5397,"[-73.980377, 40.742701]",6914,5397,US,4a908234f964a520451820e3,Asian Restaurant,poi,Point
5398,"[-74.003396, 40.64179]",6915,5398,US,4a908898f964a520661820e3,Chinese Restaurant,poi,Point
5399,"[-73.991706, 40.729384]",6916,5399,US,4a908ea0f964a520811820e3,Dance Studio,poi,Point
5400,"[-73.969123, 40.764438]",6917,5400,US,4a909420f964a520a21820e3,Concert Hall,poi,Point
5401,"[-73.983052, 40.725053]",6918,5401,US,4a909880f964a520b11820e3,Yoga Studio,poi,Point
5402,"[-73.97337, 40.755192]",6919,5402,US,4a909c0df964a520c01820e3,Chinese Restaurant,poi,Point
5403,"[-73.926025, 40.76246]",6920,5403,US,4a90aa10f964a520071920e3,Mediterranean Restaurant,poi,Point
5404,"[-73.952448, 40.772766]",6921,5404,US,4a90dbbef964a520a11920e3,Pizza Place,poi,Point
5405,"[-73.918849, 40.631522]",6922,5405,US,4a90ff85f964a520c01920e3,Diner,poi,Point
5406,"[-73.977642, 40.763414]",6923,5406,US,4a9127f2f964a520cb1920e3,Coffee Shop,poi,Point
5407,"[-73.987736, 40.703119]",6925,5407,US,4a914773f964a520dd1920e3,Meeting Room,poi,Point
5408,"[-73.941365, 40.79884]",6926,5408,US,4a9153c7f964a520ea1920e3,Coffee Shop,poi,Point
5409,"[-73.952236, 40.725893]",6928,5409,US,4a916646f964a520141a20e3,Drugstore / Pharmacy,poi,Point
5410,"[-73.955054, 40.73015]",6929,5410,US,4a916658f964a520151a20e3,Eastern European Restaurant,poi,Point
5411,"[-74.006397, 40.707066]",6930,5411,US,4a9168cdf964a5201c1a20e3,Diner,poi,Point
5412,"[-73.998008, 40.713553]",6931,5412,US,4a916f2df964a5202c1a20e3,Diner,poi,Point
5413,"[-73.991364, 40.693281]",6933,5413,US,4a9171eff964a520361a20e3,Gym,poi,Point
5414,"[-73.971803, 40.676267]",6934,5414,US,4a91759cf964a520411a20e3,Coffee Shop,poi,Point
5415,"[-73.986248, 40.726191]",6936,5415,US,4a91768cf964a520441a20e3,Donut Shop,poi,Point
5416,"[-73.975969, 40.68705]",6937,5416,US,4a9177cbf964a520481a20e3,Italian Restaurant,poi,Point
5417,"[-73.937774, 40.766766]",6938,5417,US,4a917aa4f964a520541a20e3,Museum,poi,Point
5418,"[-73.959514, 40.809053]",6939,5418,US,4a917ecff964a5206c1a20e3,Deli / Bodega,poi,Point
5419,"[-73.999626, 40.743596]",6940,5419,US,4a91817af964a520761a20e3,American Restaurant,poi,Point
5420,"[-73.954279, 40.730369]",6942,5420,US,4a9189d6f964a5209a1a20e3,Coffee Shop,poi,Point
5421,"[-73.988714, 40.736933]",6943,5421,US,4a9198f3f964a520df1a20e3,Drugstore / Pharmacy,poi,Point
5422,"[-73.9898, 40.731823]",6946,5422,US,4a91a619f964a520271b20e3,Pool Hall,poi,Point
5423,"[-73.989141, 40.702549]",6948,5423,US,4a91b2ddf964a5206a1b20e3,Tech Startup,poi,Point
5424,"[-73.983994, 40.762569]",6949,5424,US,4a91bed6f964a520a01b20e3,Church,poi,Point
5425,"[-73.91515, 40.603548]",6951,5425,US,4a91ca81f964a520d31b20e3,Seafood Restaurant,poi,Point
5426,"[-73.975968, 40.776219]",6955,5426,US,4a91e3faf964a5203d1c20e3,Park,poi,Point
5427,"[-73.95223, 40.784001]",6956,5427,US,4a9200ebf964a520911c20e3,Diner,poi,Point
5428,"[-73.956242, 40.771605]",6957,5428,US,4a9204b4f964a5209b1c20e3,Pizza Place,poi,Point
5429,"[-73.969484, 40.753651]",6962,5429,US,4a928e9df964a520281d20e3,Gym,poi,Point
5430,"[-74.010362, 40.72053]",6965,5430,US,4a9298daf964a520391d20e3,Office,poi,Point
5431,"[-73.980582, 40.6054]",6966,5431,US,4a929bd6f964a5203c1d20e3,Subway,poi,Point
5432,"[-73.833447, 40.783222]",6967,5432,US,4a92a28ff964a520451d20e3,Department Store,poi,Point
5433,"[-73.965872, 40.764975]",6969,5433,US,4a92b522f964a520691d20e3,Bakery,poi,Point
5434,"[-73.977244, 40.779437]",6971,5434,US,4a92bca8f964a520811d20e3,Drugstore / Pharmacy,poi,Point
5435,"[-73.976698, 40.744006]",6973,5435,US,4a92c25af964a520981d20e3,Coffee Shop,poi,Point
5436,"[-74.006922, 40.7058]",6974,5436,US,4a92c46bf964a520a01d20e3,Deli / Bodega,poi,Point
5437,"[-73.987178, 40.75581]",6975,5437,US,4a92c73cf964a520ab1d20e3,Office,poi,Point
5438,"[-73.992573, 40.749841]",6976,5438,US,4a92ca3bf964a520b21d20e3,Soup Place,poi,Point
5439,"[-73.988708, 40.748512]",6980,5439,US,4a92fa2bf964a5205e1e20e3,Department Store,poi,Point
5440,"[-73.982406, 40.763544]",6981,5440,US,4a9300c2f964a520741e20e3,General Entertainment,poi,Point
5441,"[-73.942839, 40.711818]",6983,5441,US,4a930420f964a520891e20e3,Veterinarian,poi,Point
5442,"[-73.967619, 40.756404]",6987,5442,US,4a9317e3f964a520c71e20e3,Sushi Restaurant,poi,Point
5443,"[-74.005701, 40.725687]",6988,5443,US,4a9320d2f964a520e31e20e3,Coffee Shop,poi,Point
5444,"[-73.94358, 40.804593]",6989,5444,US,4a9326bff964a520f81e20e3,Park,poi,Point
5445,"[-73.845441, 40.719274]",6990,5445,US,4a932816f964a520001f20e3,American Restaurant,poi,Point
5446,"[-73.987545, 40.729356]",6991,5446,US,4a932969f964a520061f20e3,Pet Store,poi,Point
5447,"[-73.972103, 40.750187]",6993,5447,US,4a9329f6f964a5200b1f20e3,Bar,poi,Point
5448,"[-73.981135, 40.750485]",6994,5448,US,4a932ef2f964a5201e1f20e3,Diner,poi,Point
5449,"[-73.972954, 40.738202]",6995,5449,US,4a9332b3f964a5202e1f20e3,Plaza,poi,Point
5450,"[-73.992056, 40.759815]",6996,5450,US,4a9338e0f964a5203a1f20e3,Wine Bar,poi,Point
5451,"[-73.985158, 40.727975]",6997,5451,US,4a933cd2f964a520431f20e3,Spa / Massage,poi,Point
5452,"[-73.922625, 40.755385]",6998,5452,US,4a935020f964a5208a1f20e3,Yoga Studio,poi,Point
5453,"[-73.977634, 40.778602]",6999,5453,US,4a9359caf964a5209b1f20e3,Pizza Place,poi,Point
5454,"[-73.954971, 40.733783]",7000,5454,US,4a935cd5f964a520a11f20e3,Laundry Service,poi,Point
5455,"[-73.814256, 40.789741]",7001,5455,US,4a935e84f964a520a61f20e3,Deli / Bodega,poi,Point
5456,"[-73.933591, 40.702799]",7003,5456,US,4a93ab58f964a520d71f20e3,Dive Bar,poi,Point
5457,"[-73.956742, 40.771057]",7004,5457,US,4a93d972f964a520e61f20e3,Coffee Shop,poi,Point
5458,"[-73.986864, 40.757957]",7005,5458,US,4a93e0c9f964a520ea1f20e3,Deli / Bodega,poi,Point
5459,"[-74.013381, 40.704316]",7010,5459,US,4a93fc49f964a520192020e3,Coffee Shop,poi,Point
5460,"[-74.009904, 40.704494]",7011,5460,US,4a93fe6ff964a5201c2020e3,Coffee Shop,poi,Point
5461,"[-73.992504, 40.753737]",7012,5461,US,4a94008bf964a520232020e3,Sandwich Place,poi,Point
5462,"[-73.975837, 40.763383]",7016,5462,US,4a940e03f964a520472020e3,Gym,poi,Point
5463,"[-74.010621, 40.7139]",7019,5463,US,4a941e0df964a520722020e3,Gourmet Shop,poi,Point
5464,"[-73.986076, 40.75632]",7020,5464,US,4a942552f964a520842020e3,Building,poi,Point
5465,"[-74.001964, 40.724285]",7021,5465,US,4a942a25f964a520972020e3,Coffee Shop,poi,Point
5466,"[-74.001207, 40.729202]",7022,5466,US,4a942af9f964a5209a2020e3,Mexican Restaurant,poi,Point
5467,"[-73.995983, 40.695243]",7023,5467,US,4a942b95f964a5209f2020e3,Wine Shop,poi,Point
5468,"[-73.985789, 40.754977]",7024,5468,US,4a942c31f964a520a02020e3,Sandwich Place,poi,Point
5469,"[-73.885479, 40.712063]",7026,5469,US,4a94316af964a520b12020e3,Fast Food Restaurant,poi,Point
5470,"[-73.99686, 40.72505]",7027,5470,US,4a94318cf964a520b32020e3,Office,poi,Point
5471,"[-74.003112, 40.741583]",7028,5471,US,4a943ab8f964a520d62020e3,Cafeteria,poi,Point
5472,"[-74.004182, 40.7146]",7029,5472,US,4a9442e3f964a520f92020e3,Cemetery,poi,Point
5473,"[-73.994599, 40.745505]",7031,5473,US,4a944469f964a520022120e3,Miscellaneous Shop,poi,Point
5474,"[-73.988297, 40.741385]",7032,5474,US,4a944573f964a520092120e3,Cosmetics Shop,poi,Point
5475,"[-73.961828, 40.713354]",7034,5475,US,4a945657f964a520432120e3,Coffee Shop,poi,Point
5476,"[-73.961661, 40.714065]",7036,5476,US,4a945d80f964a520512120e3,Bakery,poi,Point
5477,"[-73.982122, 40.767797]",7038,5477,US,4a946477f964a5206f2120e3,Cosmetics Shop,poi,Point
5478,"[-73.989244, 40.753791]",7039,5478,US,4a9465aef964a520762120e3,American Restaurant,poi,Point
5479,"[-73.981674, 40.768068]",7040,5479,US,4a946610f964a520792120e3,Women's Store,poi,Point
5480,"[-73.960272, 40.71533]",7046,5480,US,4a94731df964a520a42120e3,Food Truck,poi,Point
5481,"[-74.015613, 40.706203]",7048,5481,US,4a9477b5f964a520ac2120e3,Residential Building (Apartment / Condo),poi,Point
5482,"[-73.968458, 40.762146]",7049,5482,US,4a9479ecf964a520b72120e3,Department Store,poi,Point
5483,"[-74.190018, 40.592174]",7050,5483,US,4a947dc8f964a520ca2120e3,Sandwich Place,poi,Point
5484,"[-73.976675, 40.785262]",7052,5484,US,4a948282f964a520d72120e3,Tapas Restaurant,poi,Point
5485,"[-73.983482, 40.765591]",7053,5485,US,4a9498a3f964a5201a2220e3,Bakery,poi,Point
5486,"[-73.987884, 40.729566]",7055,5486,US,4a94a31ef964a5203a2220e3,Asian Restaurant,poi,Point
5487,"[-73.944391, 40.684358]",7057,5487,US,4a9535d7f964a520b22220e3,Coffee Shop,poi,Point
5488,"[-73.845763, 40.750963]",7058,5488,US,4a9537b5f964a520b82220e3,Tennis,poi,Point
