geo_id,prompt
3639,"The latitude and longitude of the POI are 40.764324 North and 73.933139 West.
 There are Residential Building (Apartment / Condo), Home (private) and Grocery Store near the POI."
3640,"The name of this POI is Marine Layer. The latitude and longitude of the POI are 40.718111 North and 73.959617 West.
 There are Bar, American Restaurant and Italian Restaurant near the POI."
3641,"The latitude and longitude of the POI are 40.759256 North and 73.988779 West.
 There are Theater, Office and American Restaurant near the POI."
3642,"The latitude and longitude of the POI are 40.72236 North and 74.009761 West.
 There are Office, American Restaurant and Cocktail Bar near the POI."
3643,"The latitude and longitude of the POI are 40.762168 North and 73.831571 West.
 There are Chinese Restaurant, Tea Room and Bus Station near the POI."
3644,"The latitude and longitude of the POI are 40.766038 North and 73.986826 West.
 There are Office, Theater and Bar near the POI."
3645,"The name of this POI is Grand Central Terminal. The latitude and longitude of the POI are 40.752816 North and 73.977243 West.
 There are Office, Coffee Shop and Hotel near the POI."
3646,"The latitude and longitude of the POI are 40.805957 North and 73.965535 West.
 There are Bar, Coffee Shop and College Library near the POI."
3647,"The name of this POI is Chrystie Street. The latitude and longitude of the POI are 40.716319 North and 73.994667 West.
 There are Chinese Restaurant, Italian Restaurant and Bar near the POI."
3648,"The name of this POI is License Express. The latitude and longitude of the POI are 40.752264 North and 73.993898 West.
 There are Office, Coffee Shop and Hotel near the POI."
3649,"The name of this POI is LUMA Hotel Times Square. The latitude and longitude of the POI are 40.754637 North and 73.985624 West.
 There are Office, Theater and Hotel near the POI."
3650,"The latitude and longitude of the POI are 40.735672 North and 73.99251 West.
 There are Office, Tech Startup and Clothing Store near the POI."
3651,"The latitude and longitude of the POI are 40.719626 North and 74.006011 West.
 There are Office, American Restaurant and Coffee Shop near the POI."
3652,"The latitude and longitude of the POI are 40.741255 North and 73.993828 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3653,"The latitude and longitude of the POI are 40.664145 North and 73.980472 West.
 There are Bar, Café and Italian Restaurant near the POI."
3654,"The name of this POI is Armstrong Hall. The latitude and longitude of the POI are 40.805526 North and 73.965368 West.
 There are Bar, College Library and Deli / Bodega near the POI."
3655,"The latitude and longitude of the POI are 40.762376 North and 73.977312 West.
 There are Office, Hotel and Coffee Shop near the POI."
3656,"The name of this POI is PENN 1 EAST. The latitude and longitude of the POI are 40.750827 North and 73.991465 West.
 There are Office, Coffee Shop and Hotel near the POI."
3657,"The name of this POI is Bryant Park. The latitude and longitude of the POI are 40.754218 North and 73.983867 West.
 There are Office, Coffee Shop and Hotel near the POI."
3658,"The latitude and longitude of the POI are 40.757127 North and 73.968204 West.
 There are Office, Hotel and Coffee Shop near the POI."
3659,"The latitude and longitude of the POI are 40.846169 North and 73.938551 West.
 There are Home (private), Bus Station and Donut Shop near the POI."
3660,"The latitude and longitude of the POI are 40.794969 North and 73.969472 West.
 There are Residential Building (Apartment / Condo), Pizza Place and Coffee Shop near the POI."
3661,"The latitude and longitude of the POI are 40.726564 North and 73.990226 West.
 There are Bar, Coffee Shop and Pizza Place near the POI."
3662,"The latitude and longitude of the POI are 40.740016 North and 73.99149 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3663,"The name of this POI is 145th Street. The latitude and longitude of the POI are 40.826257 North and 73.950802 West.
 There are Residential Building (Apartment / Condo), Deli / Bodega and Home (private) near the POI."
3664,"The name of this POI is Grand Central Terminal. The latitude and longitude of the POI are 40.754234 North and 73.974293 West.
 There are Office, Coffee Shop and American Restaurant near the POI."
3665,"The latitude and longitude of the POI are 40.7426 North and 73.98455 West.
 There are Office, Tech Startup and Italian Restaurant near the POI."
3666,"The latitude and longitude of the POI are 40.724821 North and 74.002674 West.
 There are Office, Clothing Store and Tech Startup near the POI."
3667,"The latitude and longitude of the POI are 40.707378 North and 74.010586 West.
 There are Office, Coffee Shop and Building near the POI."
3668,"The name of this POI is The Copley. The latitude and longitude of the POI are 40.775512 North and 73.981869 West.
 There are Italian Restaurant, Residential Building (Apartment / Condo) and Performing Arts Venue near the POI."
3669,"The name of this POI is Urban Outfitters. The latitude and longitude of the POI are 40.725872 North and 73.99593 West.
 There are Clothing Store, Office and Bar near the POI."
3670,"The name of this POI is East 79th Street & Madison Ave. The latitude and longitude of the POI are 40.776334 North and 73.962121 West.
 There are Art Museum, Art Gallery and American Restaurant near the POI."
3671,"The latitude and longitude of the POI are 40.7629 North and 73.976015 West.
 There are Office, Coffee Shop and Hotel near the POI."
3672,"The name of this POI is The Redbury New York. The latitude and longitude of the POI are 40.744962 North and 73.984296 West.
 There are Office, Bar and Korean Restaurant near the POI."
3673,"The latitude and longitude of the POI are 40.747536 North and 73.98622 West.
 There are Office, Hotel and Bar near the POI."
3674,"The latitude and longitude of the POI are 40.751931 North and 73.979054 West.
 There are Office, Coffee Shop and Hotel near the POI."
3675,"The name of this POI is Carnegie hall. The latitude and longitude of the POI are 40.765234 North and 73.979953 West.
 There are Office, Hotel and Coffee Shop near the POI."
3676,"The latitude and longitude of the POI are 40.740744 North and 74.004664 West.
 There are Office, Italian Restaurant and Coffee Shop near the POI."
3677,"The latitude and longitude of the POI are 40.743192 North and 73.991095 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3678,"The name of this POI is Love, Adorned. The latitude and longitude of the POI are 40.724064 North and 73.993669 West.
 There are Bar, Clothing Store and Office near the POI."
3679,"The latitude and longitude of the POI are 40.736057 North and 74.000767 West.
 There are Italian Restaurant, Coffee Shop and American Restaurant near the POI."
3680,"The name of this POI is Istanbul Bay. The latitude and longitude of the POI are 40.601689 North and 73.993858 West.
 There are Home (private), Gym and Asian Restaurant near the POI."
3681,"The name of this POI is High Street. The latitude and longitude of the POI are 40.699433 North and 73.992147 West.
 There are Deli / Bodega, Office and Park near the POI."
3682,"The latitude and longitude of the POI are 40.726186 North and 74.006889 West.
 There are Office, Italian Restaurant and American Restaurant near the POI."
3683,"The name of this POI is Montrose Avenue. The latitude and longitude of the POI are 40.707232 North and 73.939739 West.
 There are Home (private), Bar and Coffee Shop near the POI."
3684,"The name of this POI is Delacorte Theater. The latitude and longitude of the POI are 40.780005 North and 73.968909 West.
 There are Art Museum, Park and History Museum near the POI."
3685,"The name of this POI is Irene Diamond Building. The latitude and longitude of the POI are 40.773603 North and 73.982706 West.
 There are Italian Restaurant, Performing Arts Venue and Plaza near the POI."
3686,"The latitude and longitude of the POI are 40.724687 North and 74.007241 West.
 There are Office, Italian Restaurant and Bar near the POI."
3687,"The name of this POI is 23rd Street. The latitude and longitude of the POI are 40.744285 North and 73.995574 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3688,"The latitude and longitude of the POI are 40.763948 North and 73.966918 West.
 There are Office, French Restaurant and Italian Restaurant near the POI."
3689,"The latitude and longitude of the POI are 40.702936 North and 73.990495 West.
 There are Office, General Entertainment and Deli / Bodega near the POI."
3690,"The name of this POI is Atelier. The latitude and longitude of the POI are 40.761302 North and 73.999987 West.
 There are Convention Center, Boat or Ferry and General Entertainment near the POI."
3691,"The name of this POI is Sheraton New York Times Square Hotel. The latitude and longitude of the POI are 40.762747 North and 73.981869 West.
 There are Office, Theater and Hotel near the POI."
3692,"The name of this POI is 51st Street. The latitude and longitude of the POI are 40.757705 North and 73.971458 West.
 There are Office, Coffee Shop and Hotel near the POI."
3693,"The latitude and longitude of the POI are 40.717368 North and 74.01026 West.
 There are Office, American Restaurant and Coffee Shop near the POI."
3694,"The latitude and longitude of the POI are 40.715315 North and 73.989791 West.
 There are Bar, Chinese Restaurant and Cocktail Bar near the POI."
3695,"The name of this POI is Great Lawn Ball Field 1. The latitude and longitude of the POI are 40.780866 North and 73.96687 West.
 There are Art Museum, Park and Art Gallery near the POI."
3696,"The name of this POI is Consolidated Edison Company Building. The latitude and longitude of the POI are 40.733879 North and 73.988185 West.
 There are Office, Bar and Pizza Place near the POI."
3697,"The latitude and longitude of the POI are 40.724557 North and 74.002795 West.
 There are Office, Clothing Store and Tech Startup near the POI."
3698,"The name of this POI is Terrace on the Park. The latitude and longitude of the POI are 40.744423 North and 73.851213 West.
 There are Science Museum, Art Museum and Ice Cream Shop near the POI."
3699,"The latitude and longitude of the POI are 40.737404 North and 73.991264 West.
 There are Office, Tech Startup and Clothing Store near the POI."
3700,"The latitude and longitude of the POI are 40.758597 North and 73.971613 West.
 There are Office, Coffee Shop and Hotel near the POI."
3701,"The name of this POI is 111 Eighth Avenue. The latitude and longitude of the POI are 40.740955 North and 74.001887 West.
 There are Coffee Shop, Italian Restaurant and Office near the POI."
3702,"The name of this POI is The New York Times Building. The latitude and longitude of the POI are 40.75597 North and 73.989701 West.
 There are Office, Theater and American Restaurant near the POI."
3703,"The latitude and longitude of the POI are 40.752547 North and 73.980197 West.
 There are Office, Coffee Shop and Hotel near the POI."
3704,"The latitude and longitude of the POI are 40.7786 North and 73.981766 West.
 There are Italian Restaurant, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
3705,"The latitude and longitude of the POI are 40.667522 North and 73.987633 West.
 There are Bar, Coffee Shop and Italian Restaurant near the POI."
3706,"The name of this POI is Life Health & Fitness. The latitude and longitude of the POI are 40.75571 North and 73.923225 West.
 There are South American Restaurant, Bank and Pub near the POI."
3707,"The name of this POI is Starbucks. The latitude and longitude of the POI are 40.805872 North and 73.954456 West.
 There are Southern / Soul Food Restaurant, Bank and American Restaurant near the POI."
3708,"The name of this POI is The Brotherhood Synagogue. The latitude and longitude of the POI are 40.737191 North and 73.985187 West.
 There are Office, Tech Startup and Bar near the POI."
3709,"The latitude and longitude of the POI are 40.753572 North and 73.973117 West.
 There are Office, Coffee Shop and Hotel near the POI."
3710,"The latitude and longitude of the POI are 40.682159 North and 73.995867 West.
 There are Italian Restaurant, Bar and Coffee Shop near the POI."
3711,"The latitude and longitude of the POI are 40.743532 North and 73.994115 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3712,"The latitude and longitude of the POI are 40.793196 North and 73.970701 West.
 There are Residential Building (Apartment / Condo), Coffee Shop and Diner near the POI."
3713,"The latitude and longitude of the POI are 40.724694 North and 73.998702 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
3714,"The latitude and longitude of the POI are 40.801501 North and 73.964921 West.
 There are Residential Building (Apartment / Condo), Bar and Deli / Bodega near the POI."
3715,"The name of this POI is HillRose28. The latitude and longitude of the POI are 40.742196 North and 73.981353 West.
 There are Office, Bar and Coffee Shop near the POI."
3716,"The latitude and longitude of the POI are 40.772681 North and 73.958423 West.
 There are Italian Restaurant, Bar and Coffee Shop near the POI."
3717,"The latitude and longitude of the POI are 40.677514 North and 73.963624 West.
 There are Bar, Residential Building (Apartment / Condo) and Home (private) near the POI."
3718,"The latitude and longitude of the POI are 40.762405 North and 73.987654 West.
 There are Theater, Office and Bar near the POI."
3719,"The latitude and longitude of the POI are 40.714032 North and 73.961612 West.
 There are Bar, American Restaurant and Coffee Shop near the POI."
3720,"The latitude and longitude of the POI are 40.667054 North and 73.98164 West.
 There are Bar, Italian Restaurant and Burger Joint near the POI."
3721,"The latitude and longitude of the POI are 40.74229 North and 74.004428 West.
 There are Office, Coffee Shop and Italian Restaurant near the POI."
3722,"The latitude and longitude of the POI are 40.76136 North and 73.99049 West.
 There are Theater, Office and American Restaurant near the POI."
3723,"The name of this POI is East Houston Street & Avenue B. The latitude and longitude of the POI are 40.721699 North and 73.98405 West.
 There are Bar, Mexican Restaurant and Italian Restaurant near the POI."
3724,"The latitude and longitude of the POI are 40.775669 North and 73.9626 West.
 There are Art Museum, Art Gallery and Italian Restaurant near the POI."
3725,"The latitude and longitude of the POI are 40.673946 North and 74.011533 West.
 There are Pub, Wine Shop and Factory near the POI."
3726,"The latitude and longitude of the POI are 40.761472 North and 73.966774 West.
 There are Office, Italian Restaurant and Coffee Shop near the POI."
3727,"The latitude and longitude of the POI are 40.744214 North and 73.992051 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3728,"The name of this POI is Saint Peter's Lutheran Church. The latitude and longitude of the POI are 40.758842 North and 73.970414 West.
 There are Office, Coffee Shop and Hotel near the POI."
3729,"The latitude and longitude of the POI are 40.613957 North and 74.157574 West.
 There are American Restaurant, Sushi Restaurant and Church near the POI."
3730,"The name of this POI is T&A Park Slope Deli & Grill. The latitude and longitude of the POI are 40.669871 North and 73.979139 West.
 There are American Restaurant, Italian Restaurant and Burger Joint near the POI."
3731,"The latitude and longitude of the POI are 40.759066 North and 73.970631 West.
 There are Office, Coffee Shop and Hotel near the POI."
3732,"The name of this POI is 86th Street & 3rd Avenue. The latitude and longitude of the POI are 40.62346 North and 74.031105 West.
 There are Coffee Shop, Sushi Restaurant and Bar near the POI."
3733,"The latitude and longitude of the POI are 40.721444 North and 74.000463 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
3734,"The latitude and longitude of the POI are 40.719785 North and 73.988478 West.
 There are Bar, Mexican Restaurant and Lounge near the POI."
3735,"The latitude and longitude of the POI are 40.720904 North and 74.000634 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
3736,"The latitude and longitude of the POI are 40.71386 North and 73.961694 West.
 There are Bar, American Restaurant and Coffee Shop near the POI."
3737,"The latitude and longitude of the POI are 40.715476 North and 73.944624 West.
 There are Bar, Coffee Shop and Deli / Bodega near the POI."
3738,"The name of this POI is Daytime. The latitude and longitude of the POI are 40.717469 North and 73.945053 West.
 There are Bar, Deli / Bodega and Pizza Place near the POI."
3739,"The latitude and longitude of the POI are 40.693248 North and 74.015129 West.
 There are General Entertainment, Jazz Club and Park near the POI."
3740,"The name of this POI is 666 Fifth Avenue. The latitude and longitude of the POI are 40.76056 North and 73.976308 West.
 There are Office, Coffee Shop and Hotel near the POI."
3741,"The latitude and longitude of the POI are 40.702911 North and 73.94455 West.
 There are Home (private), Subway and Residential Building (Apartment / Condo) near the POI."
3742,"The name of this POI is 9th Street (PATH). The latitude and longitude of the POI are 40.733933 North and 74.000661 West.
 There are Italian Restaurant, Coffee Shop and Bar near the POI."
3743,"The latitude and longitude of the POI are 40.763186 North and 74.000688 West.
 There are Boat or Ferry, Office and Gym near the POI."
3744,"The name of this POI is 6th Avenue / 14th Street. The latitude and longitude of the POI are 40.737843 North and 73.996435 West.
 There are Office, Tech Startup and Clothing Store near the POI."
3745,"The name of this POI is The Vitamin Shoppe. The latitude and longitude of the POI are 40.73004 North and 73.992856 West.
 There are Bar, Office and Coffee Shop near the POI."
3746,"The latitude and longitude of the POI are 40.676149 North and 73.983907 West.
 There are Bar, Italian Restaurant and Pizza Place near the POI."
3747,"The latitude and longitude of the POI are 40.776402 North and 73.953068 West.
 There are Italian Restaurant, Bar and Coffee Shop near the POI."
3748,"The latitude and longitude of the POI are 40.714377 North and 73.965237 West.
 There are Bar, American Restaurant and Mexican Restaurant near the POI."
3749,"The latitude and longitude of the POI are 40.769498 North and 73.949618 West.
 There are Bar, Residential Building (Apartment / Condo) and Coffee Shop near the POI."
3750,"The name of this POI is Bloomberg Tower. The latitude and longitude of the POI are 40.761398 North and 73.96798 West.
 There are Office, Italian Restaurant and Coffee Shop near the POI."
3751,"The latitude and longitude of the POI are 40.77136 North and 73.953418 West.
 There are Italian Restaurant, Bar and Home (private) near the POI."
3752,"The name of this POI is Central Communications Building. The latitude and longitude of the POI are 40.718789 North and 73.992808 West.
 There are Chinese Restaurant, Bar and Italian Restaurant near the POI."
3753,"The latitude and longitude of the POI are 40.754803 North and 73.971761 West.
 There are Office, Sandwich Place and Coffee Shop near the POI."
3754,"The latitude and longitude of the POI are 40.714287 North and 73.942173 West.
 There are Bar, Coffee Shop and Mexican Restaurant near the POI."
3755,"The name of this POI is Metropolitan Avenue–Lorimer Street. The latitude and longitude of the POI are 40.714104 North and 73.951134 West.
 There are Bar, Coffee Shop and Pizza Place near the POI."
3756,"The latitude and longitude of the POI are 40.755547 North and 73.968565 West.
 There are Office, Bar and Sandwich Place near the POI."
3757,"The name of this POI is Pier I. The latitude and longitude of the POI are 40.779827 North and 73.988886 West.
 There are Park, Building and Dog Run near the POI."
3758,"The latitude and longitude of the POI are 40.717638 North and 73.945072 West.
 There are Bar, Deli / Bodega and Pizza Place near the POI."
3759,"The latitude and longitude of the POI are 40.82396 North and 73.944871 West.
 There are Deli / Bodega, Home (private) and Residential Building (Apartment / Condo) near the POI."
3760,"The name of this POI is Buffalo Exchange. The latitude and longitude of the POI are 40.718224 North and 73.95521 West.
 There are Bar, American Restaurant and Coffee Shop near the POI."
3761,"The name of this POI is De Forest Building. The latitude and longitude of the POI are 40.72241 North and 73.999482 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
3762,"The latitude and longitude of the POI are 40.764002 North and 73.970368 West.
 There are Office, Clothing Store and Hotel near the POI."
3763,"The latitude and longitude of the POI are 40.78036 North and 73.949917 West.
 There are Bar, Coffee Shop and Residential Building (Apartment / Condo) near the POI."
3764,"The latitude and longitude of the POI are 40.778605 North and 73.948243 West.
 There are Bar, Italian Restaurant and Home (private) near the POI."
3765,"The name of this POI is Citi Bike - 8th Avenue & West 52nd Street. The latitude and longitude of the POI are 40.763654 North and 73.985202 West.
 There are Office, Theater and Italian Restaurant near the POI."
3766,"The name of this POI is Delancey Street & Essex Street. The latitude and longitude of the POI are 40.718531 North and 73.988405 West.
 There are Bar, Lounge and Mexican Restaurant near the POI."
3767,"The latitude and longitude of the POI are 40.783672 North and 73.977599 West.
 There are Coffee Shop, Italian Restaurant and History Museum near the POI."
3768,"The latitude and longitude of the POI are 40.753893 North and 73.991477 West.
 There are Office, Coffee Shop and Theater near the POI."
3769,"The latitude and longitude of the POI are 40.725747 North and 74.009123 West.
 There are Office, Tech Startup and General Entertainment near the POI."
3770,"The latitude and longitude of the POI are 40.761793 North and 73.972177 West.
 There are Office, Clothing Store and Coffee Shop near the POI."
3771,"The name of this POI is NYU Langone Medical Center. The latitude and longitude of the POI are 40.741673 North and 73.974288 West.
 There are Bar, Residential Building (Apartment / Condo) and Pizza Place near the POI."
3772,"The name of this POI is Manhattan Avenue & Nassau Avenue. The latitude and longitude of the POI are 40.723688 North and 73.950754 West.
 There are Bar, Deli / Bodega and Cocktail Bar near the POI."
3773,"The name of this POI is Marinara. The latitude and longitude of the POI are 40.729934 North and 73.986834 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
3774,"The name of this POI is Olympic Tower. The latitude and longitude of the POI are 40.759426 North and 73.975757 West.
 There are Office, Coffee Shop and Hotel near the POI."
3775,"The latitude and longitude of the POI are 40.753013 North and 73.987575 West.
 There are Office, Coffee Shop and Hotel near the POI."
3776,"The latitude and longitude of the POI are 40.800801 North and 73.958854 West.
 There are Residential Building (Apartment / Condo), Park and Bar near the POI."
3777,"The latitude and longitude of the POI are 40.72636 North and 74.002081 West.
 There are Office, Clothing Store and Bar near the POI."
3778,"The latitude and longitude of the POI are 40.779722 North and 73.950519 West.
 There are Bar, Pizza Place and Coffee Shop near the POI."
3779,"The latitude and longitude of the POI are 40.727251 North and 73.988125 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
3780,"The latitude and longitude of the POI are 40.743023 North and 73.951352 West.
 There are Bar, Other Great Outdoors and Italian Restaurant near the POI."
3781,"The name of this POI is James Michael Levin Playground. The latitude and longitude of the POI are 40.775829 North and 73.965197 West.
 There are Art Museum, Art Gallery and American Restaurant near the POI."
3782,"The name of this POI is 5th Avenue & East 71st Street. The latitude and longitude of the POI are 40.772287 North and 73.967299 West.
 There are Park, Athletic & Sport and American Restaurant near the POI."
3783,"The latitude and longitude of the POI are 40.762708 North and 73.989606 West.
 There are Theater, Bar and Italian Restaurant near the POI."
3784,"The name of this POI is Rainey Park Esplanade. The latitude and longitude of the POI are 40.766112 North and 73.940907 West.
 There are Sculpture Garden, Building and Museum near the POI."
3785,"The latitude and longitude of the POI are 40.73851 North and 74.005511 West.
 There are Italian Restaurant, Coffee Shop and Office near the POI."
3786,"The latitude and longitude of the POI are 40.735794 North and 73.993147 West.
 There are Office, Tech Startup and Clothing Store near the POI."
3787,"The latitude and longitude of the POI are 40.727011 North and 73.987456 West.
 There are Bar, Italian Restaurant and Coffee Shop near the POI."
3788,"The latitude and longitude of the POI are 40.699597 North and 73.992201 West.
 There are Office, Park and Deli / Bodega near the POI."
3789,"The name of this POI is Museum of Illusions. The latitude and longitude of the POI are 40.739737 North and 74.002664 West.
 There are Italian Restaurant, Office and Coffee Shop near the POI."
3790,"The latitude and longitude of the POI are 40.725609 North and 73.999712 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
3791,"The name of this POI is The Press Shop. The latitude and longitude of the POI are 40.726443 North and 73.995746 West.
 There are Clothing Store, Office and Bar near the POI."
3792,"The name of this POI is NewYork-Presbyterian Brooklyn Methodist Hospital. The latitude and longitude of the POI are 40.668042 North and 73.979788 West.
 There are Burger Joint, Coffee Shop and Italian Restaurant near the POI."
3793,"The latitude and longitude of the POI are 40.775297 North and 73.953694 West.
 There are Italian Restaurant, Coffee Shop and Bar near the POI."
3794,"The name of this POI is Terminal 1. The latitude and longitude of the POI are 40.642452 North and 73.790617 West.
 There are Airport Gate, Airport Terminal and Airport Lounge near the POI."
3795,"The name of this POI is The Westin. The latitude and longitude of the POI are 40.750297 North and 73.973547 West.
 There are Office, Coffee Shop and Hotel near the POI."
3796,"The name of this POI is Wanamaker Store Annex. The latitude and longitude of the POI are 40.730642 North and 73.992378 West.
 There are Office, Bar and Coffee Shop near the POI."
3797,"The name of this POI is Tower 111. The latitude and longitude of the POI are 40.748582 North and 73.989422 West.
 There are Office, Hotel and Tech Startup near the POI."
3798,"The latitude and longitude of the POI are 40.763811 North and 73.962166 West.
 There are Italian Restaurant, French Restaurant and Residential Building (Apartment / Condo) near the POI."
3799,"The name of this POI is New World Stages. The latitude and longitude of the POI are 40.762622 North and 73.987498 West.
 There are Theater, Office and Bar near the POI."
3800,"The latitude and longitude of the POI are 40.769424 North and 73.989065 West.
 There are American Restaurant, General Entertainment and Theater near the POI."
3801,"The latitude and longitude of the POI are 40.660394 North and 73.980308 West.
 There are Bar, Café and Park near the POI."
3802,"The latitude and longitude of the POI are 40.715095 North and 74.016416 West.
 There are Office, Coffee Shop and Building near the POI."
3803,"The name of this POI is Chipotle. The latitude and longitude of the POI are 40.745404 North and 73.982792 West.
 There are Office, Bar and Korean Restaurant near the POI."
3804,"The latitude and longitude of the POI are 40.758513 North and 73.984245 West.
 There are Office, Theater and Hotel near the POI."
3805,"The name of this POI is kleinfeld. The latitude and longitude of the POI are 40.741271 North and 73.994949 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3806,"The latitude and longitude of the POI are 40.720143 North and 74.005571 West.
 There are Office, Clothing Store and American Restaurant near the POI."
3807,"The latitude and longitude of the POI are 40.715452 North and 74.009469 West.
 There are Office, American Restaurant and Building near the POI."
3808,"The latitude and longitude of the POI are 40.759832 North and 73.991666 West.
 There are Theater, Office and American Restaurant near the POI."
3809,"The name of this POI is One Astor Place. The latitude and longitude of the POI are 40.757985 North and 73.986032 West.
 There are Office, Theater and Hotel near the POI."
3810,"The latitude and longitude of the POI are 40.737623 North and 73.99166 West.
 There are Office, Tech Startup and Coffee Shop near the POI."
3811,"The latitude and longitude of the POI are 40.705628 North and 74.011286 West.
 There are Office, Coffee Shop and Building near the POI."
3812,"The latitude and longitude of the POI are 40.763095 North and 73.993003 West.
 There are Theater, Bar and American Restaurant near the POI."
3813,"The latitude and longitude of the POI are 40.727021 North and 74.001858 West.
 There are Office, Clothing Store and Italian Restaurant near the POI."
3814,"The name of this POI is 55 Water Street. The latitude and longitude of the POI are 40.703269 North and 74.008713 West.
 There are Office, Building and Coffee Shop near the POI."
3815,"The name of this POI is Barclays. The latitude and longitude of the POI are 40.760905 North and 73.983178 West.
 There are Office, Theater and Hotel near the POI."
3816,"The name of this POI is Northfield Bank. The latitude and longitude of the POI are 40.642219 North and 74.076554 West.
 There are Bus Line, Residential Building (Apartment / Condo) and Italian Restaurant near the POI."
3817,"The latitude and longitude of the POI are 40.75278 North and 73.985261 West.
 There are Office, Hotel and Coffee Shop near the POI."
3818,"The name of this POI is New York University. The latitude and longitude of the POI are 40.730632 North and 73.999637 West.
 There are Italian Restaurant, Bar and American Restaurant near the POI."
3819,"The latitude and longitude of the POI are 40.737954 North and 74.00457 West.
 There are Italian Restaurant, American Restaurant and Coffee Shop near the POI."
3820,"The latitude and longitude of the POI are 40.72782 North and 73.956919 West.
 There are Bar, Coffee Shop and Pizza Place near the POI."
3821,"The name of this POI is Bryant Park. The latitude and longitude of the POI are 40.754535 North and 73.984053 West.
 There are Office, Theater and Coffee Shop near the POI."
3822,"The name of this POI is Heckscher Ballfield 2. The latitude and longitude of the POI are 40.769832 North and 73.977092 West.
 There are Park, Office and Athletic & Sport near the POI."
3823,"The latitude and longitude of the POI are 40.719003 North and 74.004899 West.
 There are Office, Coffee Shop and Clothing Store near the POI."
3824,"The latitude and longitude of the POI are 40.724334 North and 73.99881 West.
 There are Clothing Store, Office and Italian Restaurant near the POI."
3825,"The latitude and longitude of the POI are 40.704898 North and 74.012385 West.
 There are Office, Coffee Shop and Building near the POI."
3826,"The name of this POI is PS 124 Silas B. Dutcher. The latitude and longitude of the POI are 40.667156 North and 73.990662 West.
 There are Bar, Coffee Shop and Grocery Store near the POI."
3827,"The name of this POI is Talbots. The latitude and longitude of the POI are 40.786154 North and 73.978541 West.
 There are Coffee Shop, Italian Restaurant and Vegetarian / Vegan Restaurant near the POI."
3828,"The latitude and longitude of the POI are 40.7633 North and 73.921165 West.
 There are Home (private), Bar and Café near the POI."
3829,"The latitude and longitude of the POI are 40.785275 North and 73.976747 West.
 There are Coffee Shop, Italian Restaurant and Sushi Restaurant near the POI."
3830,"The name of this POI is Cold Stone Creamery. The latitude and longitude of the POI are 40.756894 North and 73.988613 West.
 There are Office, Theater and American Restaurant near the POI."
3831,"The name of this POI is DUMBO Historic District. The latitude and longitude of the POI are 40.70321 North and 73.986679 West.
 There are Office, Home (private) and General Entertainment near the POI."
3832,"The latitude and longitude of the POI are 40.76138 North and 73.991774 West.
 There are Theater, Bar and American Restaurant near the POI."
3833,"The latitude and longitude of the POI are 40.86772 North and 73.920736 West.
 There are Miscellaneous Shop, Subway and Deli / Bodega near the POI."
3834,"The name of this POI is Broadway Station Long Island City Post Office. The latitude and longitude of the POI are 40.765102 North and 73.930491 West.
 There are Laundry Service, Gym and Grocery Store near the POI."
3835,"The name of this POI is Staten Island University Hospital. The latitude and longitude of the POI are 40.584757 North and 74.085102 West.
 There are Bowling Alley, Doctor's Office and Hospital near the POI."
3836,"The latitude and longitude of the POI are 40.671897 North and 73.966504 West.
 There are Garden, Bar and Plaza near the POI."
3837,"The name of this POI is Citi Bike - East 45th Street & 3rd Avenue. The latitude and longitude of the POI are 40.752646 North and 73.972887 West.
 There are Office, Coffee Shop and Hotel near the POI."
3838,"The latitude and longitude of the POI are 40.810878 North and 73.958044 West.
 There are College Residence Hall, American Restaurant and College Library near the POI."
3839,"The name of this POI is Jefferson Market Library. The latitude and longitude of the POI are 40.734184 North and 73.999132 West.
 There are Italian Restaurant, Bar and Coffee Shop near the POI."
3840,"The name of this POI is 14th Street. The latitude and longitude of the POI are 40.737702 North and 74.000349 West.
 There are Italian Restaurant, Coffee Shop and Office near the POI."
3841,"The latitude and longitude of the POI are 40.77831 North and 73.978139 West.
 There are Italian Restaurant, Coffee Shop and Park near the POI."
3842,"The latitude and longitude of the POI are 40.82013 North and 73.959088 West.
 There are Fast Food Restaurant, Nightclub and Lounge near the POI."
3843,"The name of this POI is United Nations Avenue South. The latitude and longitude of the POI are 40.744526 North and 73.843918 West.
 There are Art Museum, Other Great Outdoors and Theater near the POI."
3844,"The name of this POI is Queens Museum. The latitude and longitude of the POI are 40.746087 North and 73.846664 West.
 There are Tennis, Science Museum and Event Space near the POI."
